,Open,Low,High,Close,Change,ChangePercent,Date_Gregorian,Date_Jalali,weekday_en,weekday_fa
1747,"169,210","169,180","171,820","170,210",1790,1.06%,2020-05-11,1399/02/22,Monday,دوشنبه
1748,"164,880","164,880","168,420","168,420",3500,2.12%,2020-05-10,1399/02/21,Sunday,یکشنبه
1749,"164,380","164,380","165,020","164,920",7920,5.04%,2020-05-09,1399/02/20,Saturday,شنبه
1750,"157,000","157,000","157,000","157,000",5890,3.75%,2020-05-07,1399/02/18,Thursday,پنج‌شنبه
1751,"161,410","161,380","162,920","162,890",1510,0.94%,2020-05-06,1399/02/17,Wednesday,چهارشنبه
1752,"161,410","161,380","161,420","161,380",40,0.02%,2020-05-05,1399/02/16,Tuesday,سه‌شنبه
1753,"161,420","161,380","161,420","161,420",30,0.02%,2020-05-04,1399/02/15,Monday,دوشنبه
1754,"160,720","160,680","161,920","161,390",600,0.37%,2020-05-03,1399/02/14,Sunday,یکشنبه
1755,"160,480","159,880","160,820","160,790",4790,3.07%,2020-05-02,1399/02/13,Saturday,شنبه
1756,"156,000","156,000","156,000","156,000",5420,3.47%,2020-04-30,1399/02/11,Thursday,پنج‌شنبه
1757,"161,780","161,380","162,120","161,420",990,0.61%,2020-04-29,1399/02/10,Wednesday,چهارشنبه
1758,"161,590","161,480","162,720","162,410",1620,1.01%,2020-04-28,1399/02/09,Tuesday,سه‌شنبه
1759,"161,490","159,980","161,520","160,790",720,0.45%,2020-04-27,1399/02/08,Monday,دوشنبه
1760,"161,510","161,480","161,520","161,510",10,0.01%,2020-04-26,1399/02/07,Sunday,یکشنبه
1761,"161,480","161,480","161,520","161,520",6490,4.19%,2020-04-25,1399/02/06,Saturday,شنبه
1762,"155,030","155,030","155,030","155,030",7660,4.94%,2020-04-23,1399/02/04,Thursday,پنج‌شنبه
1763,"163,810","162,680","163,920","162,690",390,0.24%,2020-04-22,1399/02/03,Wednesday,چهارشنبه
1764,"162,710","161,980","163,120","163,080",2190,1.36%,2020-04-21,1399/02/02,Tuesday,سه‌شنبه
1765,"154,380","154,380","160,920","160,890",6470,4.19%,2020-04-20,1399/02/01,Monday,دوشنبه
1766,"154,410","154,380","154,420","154,420",30,0.02%,2020-04-19,1399/01/31,Sunday,یکشنبه
1767,"154,390","154,380","154,420","154,390",610,0.4%,2020-04-18,1399/01/30,Saturday,شنبه
1768,"155,000","155,000","155,000","155,000",4690,3.03%,2020-04-16,1399/01/28,Thursday,پنج‌شنبه
1769,"159,680","159,680","159,720","159,690",80,0.05%,2020-04-15,1399/01/27,Wednesday,چهارشنبه
1770,"159,420","159,180","159,920","159,610",670,0.42%,2020-04-14,1399/01/26,Tuesday,سه‌شنبه
1771,"161,110","159,880","161,120","160,280",810,0.51%,2020-04-13,1399/01/25,Monday,دوشنبه
1772,"161,980","160,780","162,250","161,090",1150,0.71%,2020-04-12,1399/01/24,Sunday,یکشنبه
1773,"162,420","162,050","162,650","162,240",1180,0.73%,2020-04-11,1399/01/23,Saturday,شنبه
1774,"159,590","159,550","161,150","161,060",1410,0.88%,2020-04-08,1399/01/20,Wednesday,چهارشنبه
1775,"161,990","159,450","162,050","159,650",1740,1.09%,2020-04-07,1399/01/19,Tuesday,سه‌شنبه
1776,"163,180","161,250","163,450","161,390",1560,0.97%,2020-04-06,1399/01/18,Monday,دوشنبه
1777,"164,030","162,950","164,050","162,950",1240,0.76%,2020-04-05,1399/01/17,Sunday,یکشنبه
1778,"164,590","164,150","164,700","164,190",15230,10.22%,2020-04-04,1399/01/16,Saturday,شنبه
1779,"148,960","148,960","148,960","148,960",51,0.03%,2020-04-02,1399/01/14,Thursday,پنج‌شنبه
1780,"148,992","147,978","150,143","149,011",1,-,2020-03-29,1399/01/10,Sunday,یکشنبه
1781,"148,982","146,762","152,094","149,010",10,0.01%,2020-03-28,1399/01/09,Saturday,شنبه
1782,"149,028","147,867","151,591","149,000",8,0.01%,2020-03-27,1399/01/08,Friday,جمعه
1783,"148,987","146,394","151,837","148,992",21,0.01%,2020-03-25,1399/01/06,Wednesday,چهارشنبه
1784,"148,996","146,587","151,797","148,971",49,0.03%,2020-03-24,1399/01/05,Tuesday,سه‌شنبه
1785,"148,982","147,670","150,301","149,020",10,0.01%,2020-03-23,1399/01/04,Monday,دوشنبه
1786,"149,030","149,030","149,030","149,030",10890,7.31%,2020-03-18,1398/12/28,Wednesday,چهارشنبه
1787,"160,890","159,890","161,000","159,920",770,0.48%,2020-03-17,1398/12/27,Tuesday,سه‌شنبه
1788,"160,790","159,790","161,200","160,690",2320,1.46%,2020-03-16,1398/12/26,Monday,دوشنبه
1789,"156,490","156,490","159,600","158,370",1800,1.15%,2020-03-15,1398/12/25,Sunday,یکشنبه
1790,"154,510","154,490","156,900","156,570",8060,5.43%,2020-03-14,1398/12/24,Saturday,شنبه
1791,"148,510","148,510","148,510","148,510",5390,3.63%,2020-03-12,1398/12/22,Thursday,پنج‌شنبه
1792,"154,080","152,890","154,100","153,900",90,0.06%,2020-03-11,1398/12/21,Wednesday,چهارشنبه
1793,"154,000","153,590","154,300","153,990",100,0.06%,2020-03-10,1398/12/20,Tuesday,سه‌شنبه
1794,"154,290","153,190","154,600","153,890",3930,2.62%,2020-03-09,1398/12/19,Monday,دوشنبه
1795,"149,960","149,960","149,960","149,960",10,0.01%,2020-03-07,1398/12/17,Saturday,شنبه
1796,"149,950","149,950","149,950","149,950",2760,1.84%,2020-03-05,1398/12/15,Thursday,پنج‌شنبه
1797,"152,090","149,390","153,000","152,710",1650,1.08%,2020-03-04,1398/12/14,Wednesday,چهارشنبه
1798,"155,090","153,590","155,200","154,360",1230,0.8%,2020-03-03,1398/12/13,Tuesday,سه‌شنبه
1799,"153,090","152,490","154,600","153,130",3860,2.52%,2020-03-02,1398/12/12,Monday,دوشنبه
1800,"156,790","155,790","157,500","156,990",1930,1.24%,2020-03-01,1398/12/11,Sunday,یکشنبه
1801,"150,170","150,090","155,100","155,060",1950,1.26%,2020-02-29,1398/12/10,Saturday,شنبه
1802,"157,010","157,010","157,010","157,010",80,0.05%,2020-02-27,1398/12/08,Thursday,پنج‌شنبه
1803,"156,320","156,190","157,600","157,090",700,0.45%,2020-02-26,1398/12/07,Wednesday,چهارشنبه
1804,"156,320","156,290","156,400","156,390",100,0.06%,2020-02-25,1398/12/06,Tuesday,سه‌شنبه
1805,"157,490","155,090","157,900","156,290",200,0.13%,2020-02-24,1398/12/05,Monday,دوشنبه
1806,"154,390","154,090","156,100","156,090",3540,2.32%,2020-02-23,1398/12/04,Sunday,یکشنبه
1807,"156,350","151,790","156,400","152,550",10520,7.41%,2020-02-22,1398/12/03,Saturday,شنبه
1808,"142,030","142,030","142,030","142,030",1900,1.34%,2020-02-20,1398/12/01,Thursday,پنج‌شنبه
1809,"143,690","143,690","144,600","143,930",440,0.31%,2020-02-19,1398/11/30,Wednesday,چهارشنبه
1810,"144,190","142,690","145,000","143,490",540,0.38%,2020-02-18,1398/11/29,Tuesday,سه‌شنبه
1811,"141,590","141,590","144,400","144,030",2410,1.7%,2020-02-17,1398/11/28,Monday,دوشنبه
1812,"141,690","140,990","141,900","141,620",240,0.17%,2020-02-16,1398/11/27,Sunday,یکشنبه
1813,"141,590","140,490","142,200","141,860",3370,2.43%,2020-02-15,1398/11/26,Saturday,شنبه
1814,"138,490","138,490","138,490","138,490",1940,1.4%,2020-02-13,1398/11/24,Thursday,پنج‌شنبه
1815,"140,390","140,390","140,500","140,430",4390,3.23%,2020-02-12,1398/11/23,Wednesday,چهارشنبه
1816,"136,040","136,040","136,040","136,040",3550,2.61%,2020-02-10,1398/11/21,Monday,دوشنبه
1817,"139,090","139,090","139,900","139,590",700,0.5%,2020-02-09,1398/11/20,Sunday,یکشنبه
1818,"138,190","138,190","139,300","138,890",3830,2.84%,2020-02-08,1398/11/19,Saturday,شنبه
1819,"135,060","135,060","135,060","135,060",1670,1.24%,2020-02-06,1398/11/17,Thursday,پنج‌شنبه
1820,"136,640","136,390","136,890","136,730",40,0.03%,2020-02-05,1398/11/16,Wednesday,چهارشنبه
1821,"135,990","135,640","136,800","136,690",1000,0.74%,2020-02-04,1398/11/15,Tuesday,سه‌شنبه
1822,"136,390","135,590","136,600","135,690",350,0.26%,2020-02-03,1398/11/14,Monday,دوشنبه
1823,"135,190","135,190","136,400","136,040",540,0.4%,2020-02-02,1398/11/13,Sunday,یکشنبه
1824,"135,230","134,590","136,200","135,500",960,0.71%,2020-02-01,1398/11/12,Saturday,شنبه
1825,"134,540","134,540","134,540","134,540",520,0.39%,2020-01-30,1398/11/10,Thursday,پنج‌شنبه
1826,"134,020","134,020","134,020","134,020",3170,2.37%,2020-01-28,1398/11/08,Tuesday,سه‌شنبه
1827,"136,790","136,690","138,900","137,190",1000,0.73%,2020-01-27,1398/11/07,Monday,دوشنبه
1828,"136,420","136,190","137,800","136,190",400,0.29%,2020-01-26,1398/11/06,Sunday,یکشنبه
1829,"135,250","135,190","135,900","135,790",5790,4.45%,2020-01-25,1398/11/05,Saturday,شنبه
1830,"130,000","130,000","130,000","130,000",5290,4.07%,2020-01-23,1398/11/03,Thursday,پنج‌شنبه
1831,"135,340","135,190","136,400","135,290",440,0.33%,2020-01-22,1398/11/02,Wednesday,چهارشنبه
1832,"134,090","134,090","136,000","134,850",460,0.34%,2020-01-21,1398/11/01,Tuesday,سه‌شنبه
1833,"134,800","134,290","134,900","134,390",600,0.45%,2020-01-20,1398/10/30,Monday,دوشنبه
1834,"134,540","134,490","135,100","134,990",500,0.37%,2020-01-19,1398/10/29,Sunday,یکشنبه
1835,"134,500","133,790","136,400","134,490",3490,2.66%,2020-01-18,1398/10/28,Saturday,شنبه
1836,"131,000","131,000","131,000","131,000",4160,3.18%,2020-01-16,1398/10/26,Thursday,پنج‌شنبه
1837,"135,020","134,790","135,500","135,160",200,0.15%,2020-01-15,1398/10/25,Wednesday,چهارشنبه
1838,"135,310","134,890","136,360","134,960",540,0.4%,2020-01-14,1398/10/24,Tuesday,سه‌شنبه
1839,"132,990","132,690","135,500","135,500",1350,1.01%,2020-01-13,1398/10/23,Monday,دوشنبه
1840,"133,990","133,490","134,700","134,150",140,0.1%,2020-01-12,1398/10/22,Sunday,یکشنبه
1841,"133,100","133,100","134,400","134,290",2200,1.67%,2020-01-11,1398/10/21,Saturday,شنبه
1842,"132,090","132,090","132,090","132,090",1810,1.37%,2020-01-09,1398/10/19,Thursday,پنج‌شنبه
1843,"139,060","133,090","139,100","133,900",5450,4.07%,2020-01-08,1398/10/18,Wednesday,چهارشنبه
1844,"139,590","139,290","141,800","139,350",310,0.22%,2020-01-07,1398/10/17,Tuesday,سه‌شنبه
1845,"138,200","138,090","140,200","139,660",1570,1.14%,2020-01-06,1398/10/16,Monday,دوشنبه
1846,"139,990","138,090","140,100","138,090",1130,0.82%,2020-01-05,1398/10/15,Sunday,یکشنبه
1847,"137,040","136,690","139,600","139,220",9720,7.51%,2020-01-04,1398/10/14,Saturday,شنبه
1848,"129,500","129,500","129,500","129,500",3490,2.69%,2020-01-02,1398/10/12,Thursday,پنج‌شنبه
1849,"132,890","132,590","133,100","132,990",-,-,2020-01-01,1398/10/11,Wednesday,چهارشنبه
1850,"133,220","132,490","133,420","132,990",200,0.15%,2019-12-31,1398/10/10,Tuesday,سه‌شنبه
1851,"132,390","132,180","133,320","133,190",1570,1.19%,2019-12-30,1398/10/09,Monday,دوشنبه
1852,"131,590","131,380","131,720","131,620",40,0.03%,2019-12-29,1398/10/08,Sunday,یکشنبه
1853,"131,850","131,580","132,050","131,580",1820,1.4%,2019-12-28,1398/10/07,Saturday,شنبه
1854,"129,760","129,760","129,760","129,760",2060,1.59%,2019-12-26,1398/10/05,Thursday,پنج‌شنبه
1855,"131,990","131,790","132,450","131,820",90,0.07%,2019-12-25,1398/10/04,Wednesday,چهارشنبه
1856,"131,240","130,790","132,250","131,910",820,0.63%,2019-12-24,1398/10/03,Tuesday,سه‌شنبه
1857,"132,260","130,790","133,050","131,090",400,0.31%,2019-12-23,1398/10/02,Monday,دوشنبه
1858,"131,510","129,490","132,050","131,490",200,0.15%,2019-12-22,1398/10/01,Sunday,یکشنبه
1859,"133,520","130,590","134,450","131,690",3100,2.41%,2019-12-21,1398/09/30,Saturday,شنبه
1860,"128,590","128,590","128,590","128,590",1400,1.09%,2019-12-19,1398/09/28,Thursday,پنج‌شنبه
1861,"129,090","129,090","130,250","129,990",840,0.65%,2019-12-18,1398/09/27,Wednesday,چهارشنبه
1862,"131,440","128,690","132,150","129,150",1520,1.18%,2019-12-17,1398/09/26,Tuesday,سه‌شنبه
1863,"127,510","127,450","130,950","130,670",3150,2.47%,2019-12-16,1398/09/25,Monday,دوشنبه
1864,"127,620","126,650","128,050","127,520",1680,1.34%,2019-12-15,1398/09/24,Sunday,یکشنبه
1865,"126,880","125,450","126,950","125,840",3170,2.52%,2019-12-14,1398/09/23,Saturday,شنبه
1866,"129,010","129,010","129,010","129,010",1500,1.18%,2019-12-12,1398/09/21,Thursday,پنج‌شنبه
1867,"130,980","127,450","131,050","127,510",3540,2.78%,2019-12-11,1398/09/20,Wednesday,چهارشنبه
1868,"135,960","129,950","136,050","131,050",4790,3.66%,2019-12-10,1398/09/19,Tuesday,سه‌شنبه
1869,"139,480","135,750","141,550","135,840",2190,1.61%,2019-12-09,1398/09/18,Monday,دوشنبه
1870,"134,540","134,450","138,050","138,030",3580,2.66%,2019-12-08,1398/09/17,Sunday,یکشنبه
1871,"132,460","122,700","135,050","134,450",7440,5.86%,2019-12-07,1398/09/16,Saturday,شنبه
1872,"127,010","127,010","127,010","127,010",3480,2.74%,2019-12-05,1398/09/14,Thursday,پنج‌شنبه
1873,"128,970","128,950","130,850","130,490",1450,1.12%,2019-12-04,1398/09/13,Wednesday,چهارشنبه
1874,"127,730","127,650","129,750","129,040",1390,1.09%,2019-12-03,1398/09/12,Tuesday,سه‌شنبه
1875,"126,520","126,450","127,750","127,650",1100,0.87%,2019-12-02,1398/09/11,Monday,دوشنبه
1876,"127,850","126,450","128,650","126,550",1570,1.24%,2019-12-01,1398/09/10,Sunday,یکشنبه
1877,"126,130","124,950","128,150","128,120",4100,3.31%,2019-11-30,1398/09/09,Saturday,شنبه
1878,"124,020","124,020","124,020","124,020",1970,1.59%,2019-11-28,1398/09/07,Thursday,پنج‌شنبه
