,Open,Low,High,Close,Change,ChangePercent,Date_Gregorian,Date_Jalali,weekday_en,weekday_fa
204,"2,032,900","2,032,900","2,037,208","2,037,208",15082,0.74%,2024-08-20,1403/05/30,Tuesday,سه‌شنبه
205,"2,038,520","2,038,520","2,052,475","2,052,290",15735,0.77%,2024-08-23,1403/06/02,Friday,جمعه
206,"2,065,472","2,065,472","2,068,025","2,068,025",8228,0.4%,2024-08-26,1403/06/05,Monday,دوشنبه
207,"2,069,455","2,069,455","2,076,272","2,076,253",22383,1.08%,2024-08-27,1403/06/06,Tuesday,سه‌شنبه
208,"2,080,319","2,080,319","2,098,639","2,098,636",11868,0.57%,2024-08-30,1403/06/09,Friday,جمعه
209,"2,104,280","2,104,280","2,110,512","2,110,504",1210,0.06%,2024-08-31,1403/06/10,Saturday,شنبه
210,"2,111,100","2,109,048","2,111,100","2,109,294",7666,0.36%,2024-09-02,1403/06/12,Monday,دوشنبه
211,"2,110,431","2,101,628","2,110,516","2,101,628",13541,0.65%,2024-09-06,1403/06/16,Friday,جمعه
212,"2,090,343","2,087,561","2,090,343","2,088,087",7962,0.38%,2024-09-07,1403/06/17,Saturday,شنبه
213,"2,096,973","2,095,933","2,096,973","2,096,049",7697,0.37%,2024-09-08,1403/06/18,Sunday,یکشنبه
214,"2,096,473","2,088,297","2,096,473","2,088,352",3759,0.18%,2024-09-09,1403/06/19,Monday,دوشنبه
215,"2,087,608","2,084,123","2,087,750","2,084,593",9121,0.44%,2024-09-10,1403/06/20,Tuesday,سه‌شنبه
216,"2,085,769","2,075,472","2,085,769","2,075,472",9924,0.48%,2024-09-13,1403/06/23,Friday,جمعه
217,"2,074,616","2,065,505","2,074,616","2,065,548",2017,0.1%,2024-09-14,1403/06/24,Saturday,شنبه
218,"2,065,607","2,065,282","2,069,026","2,067,565",16587,0.8%,2024-09-15,1403/06/25,Sunday,یکشنبه
219,"2,068,064","2,068,064","2,084,152","2,084,152",12852,0.62%,2024-09-16,1403/06/26,Monday,دوشنبه
220,"2,085,712","2,085,712","2,097,075","2,097,004",1917,0.09%,2024-09-17,1403/06/27,Tuesday,سه‌شنبه
221,"2,097,913","2,097,913","2,101,089","2,098,921",17616,0.84%,2024-09-21,1403/06/31,Saturday,شنبه
222,"2,099,369","2,099,369","2,116,537","2,116,537",36131,1.71%,2024-09-22,1403/07/01,Sunday,یکشنبه
223,"2,120,134","2,120,134","2,152,668","2,152,668",2355,0.11%,2024-09-23,1403/07/02,Monday,دوشنبه
224,"2,156,270","2,155,023","2,159,101","2,155,023",8175,0.38%,2024-09-24,1403/07/03,Tuesday,سه‌شنبه
225,"2,146,848","2,146,848","2,146,848","2,146,848",8867,0.41%,2024-09-27,1403/07/06,Friday,جمعه
226,"2,138,292","2,137,971","2,138,292","2,137,981",6275,0.29%,2024-09-28,1403/07/07,Saturday,شنبه
227,"2,136,978","2,131,572","2,136,978","2,131,706",8111,0.38%,2024-09-29,1403/07/08,Sunday,یکشنبه
228,"2,130,139","2,123,483","2,130,139","2,123,595",8676,0.41%,2024-09-30,1403/07/09,Monday,دوشنبه
229,"2,120,174","2,114,887","2,120,174","2,114,919",8107,0.38%,2024-10-01,1403/07/10,Tuesday,سه‌شنبه
230,"2,112,587","2,106,796","2,112,587","2,106,812",5055,0.24%,2024-10-04,1403/07/13,Friday,جمعه
231,"2,103,389","2,101,757","2,103,389","2,101,757",7807,0.37%,2024-10-05,1403/07/14,Saturday,شنبه
232,"2,096,829","2,093,879","2,096,829","2,093,950",3433,0.16%,2024-10-06,1403/07/15,Sunday,یکشنبه
