,Open,Low,High,Close,Change,ChangePercent,Date_Gregorian,Date_Jalali
1962,"10,377,000","10,322,000","10,449,000","10,329,000",62000,0.6%,2021/04/10,1400/01/21
1963,"10,299,000","10,299,000","10,428,000","10,391,000",37000,0.36%,2021/04/11,1400/01/22
1964,"10,419,000","10,257,000","10,444,000","10,428,000",53000,0.51%,2021/04/12,1400/01/23
1965,"10,433,000","10,350,000","10,433,000","10,375,000",79000,0.76%,2021/04/13,1400/01/24
1966,"10,387,000","10,384,000","10,458,000","10,454,000",-,-,2021/04/14,1400/01/25
1967,"10,454,000","10,454,000","10,454,000","10,454,000",58000,0.56%,2021/04/15,1400/01/26
1968,"10,387,000","10,290,000","10,414,000","10,396,000",206000,2.02%,2021/04/17,1400/01/28
1969,"10,389,000","10,165,000","10,417,000","10,190,000",38000,0.37%,2021/04/18,1400/01/29
1970,"10,183,000","9,913,000","10,428,000","10,228,000",12000,0.12%,2021/04/19,1400/01/30
1971,"10,188,000","10,153,000","10,322,000","10,216,000",99000,0.98%,2021/04/20,1400/01/31
1972,"10,223,000","10,061,000","10,232,000","10,117,000",-,-,2021/04/21,1400/02/01
1973,"10,117,000","10,117,000","10,117,000","10,117,000",60000,0.6%,2021/04/22,1400/02/02
1974,"10,112,000","10,038,000","10,230,000","10,057,000",121000,1.22%,2021/04/24,1400/02/04
1975,"10,059,000","9,923,000","10,080,000","9,936,000",47000,0.47%,2021/04/25,1400/02/05
1976,"9,943,000","9,934,000","10,070,000","9,983,000",19000,0.19%,2021/04/26,1400/02/06
1977,"9,990,000","9,925,000","10,061,000","9,964,000",90000,0.91%,2021/04/27,1400/02/07
1978,"9,966,000","9,858,000","9,966,000","9,874,000",-,-,2021/04/28,1400/02/08
1979,"9,874,000","9,874,000","9,874,000","9,874,000",475000,5.05%,2021/04/29,1400/02/09
1980,"9,673,000","9,302,000","9,673,000","9,399,000",5000,0.05%,2021/05/01,1400/02/11
1981,"9,424,000","9,341,000","9,493,000","9,394,000",-,-,2021/05/02,1400/02/12
1982,"9,394,000","9,394,000","9,394,000","9,394,000",5000,0.05%,2021/05/03,1400/02/13
1983,"8,974,000","8,974,000","9,574,000","9,399,000",-,-,2021/05/05,1400/02/15
1984,"9,399,000","9,399,000","9,399,000","9,399,000",12000,0.13%,2021/05/06,1400/02/16
1985,"9,299,000","9,103,000","9,433,000","9,387,000",298000,3.17%,2021/05/08,1400/02/18
1986,"9,389,000","9,389,000","9,736,000","9,685,000",18400,0.19%,2021/05/09,1400/02/19
1987,"9,683,000","9,683,000","10,015,000","9,853,000",90000,0.91%,2021/05/11,1400/02/21
1988,"9,846,000","9,823,000","10,038,000","9,943,000",344000,3.46%,2021/05/12,1400/02/22
1989,"10,003,000","9,966,000","10,306,000","10,287,000",145000,1.43%,2021/05/15,1400/02/25
1990,"10,195,000","10,029,000","10,237,000","10,142,000",148000,1.46%,2021/05/16,1400/02/26
1991,"10,144,000","10,142,000","10,431,000","10,290,000",134000,1.32%,2021/05/17,1400/02/27
1992,"10,278,000","9,876,000","10,322,000","10,156,000",37000,0.36%,2021/05/18,1400/02/28
1993,"10,147,000","10,137,000","10,317,000","10,193,000",-,-,2021/05/19,1400/02/29
1994,"10,193,000","10,193,000","10,193,000","10,193,000",99000,0.97%,2021/05/20,1400/02/30
1995,"10,211,000","10,193,000","10,322,000","10,292,000",76000,0.74%,2021/05/22,1400/03/01
1996,"10,285,000","10,269,000","10,527,000","10,368,000",39000,0.38%,2021/05/23,1400/03/02
1997,"10,352,000","10,158,000","10,377,000","10,329,000",113000,1.09%,2021/05/24,1400/03/03
1998,"10,324,000","10,324,000","10,622,000","10,442,000",25000,0.24%,2021/05/25,1400/03/04
1999,"10,449,000","10,433,000","10,497,000","10,467,000",-,-,2021/05/26,1400/03/05
2000,"10,467,000","10,467,000","10,467,000","10,467,000",333000,3.18%,2021/05/27,1400/03/06
2001,"10,665,260","10,599,000","10,901,000","10,800,000",203000,1.88%,2021/05/29,1400/03/08
2002,"10,821,000","10,821,000","11,169,000","11,003,000",23000,0.21%,2021/05/30,1400/03/09
2003,"11,008,000","10,793,000","11,019,000","10,980,000",16000,0.15%,2021/05/31,1400/03/10
2004,"10,957,000","10,920,000","11,035,000","10,964,000",171000,1.58%,2021/06/01,1400/03/11
2005,"10,915,000","10,735,000","10,927,000","10,793,000",-,-,2021/06/02,1400/03/12
2006,"10,793,000","10,793,000","10,793,000","10,793,000",46000,0.43%,2021/06/03,1400/03/13
2007,"10,855,000","10,735,000","10,860,000","10,747,000",85000,0.79%,2021/06/07,1400/03/17
2008,"10,742,000","10,742,000","10,846,000","10,832,000",97000,0.9%,2021/06/08,1400/03/18
2009,"10,805,000","10,714,000","10,823,000","10,735,000",-,-,2021/06/09,1400/03/19
2010,"10,735,000","10,735,000","10,735,000","10,735,000",23000,0.21%,2021/06/10,1400/03/20
2011,"10,708,000","10,708,000","10,816,000","10,758,000",76000,0.71%,2021/06/12,1400/03/22
2012,"10,763,000","10,636,000","10,768,000","10,682,000",35000,0.33%,2021/06/13,1400/03/23
2013,"10,694,000","10,694,000","10,744,000","10,717,000",92000,0.86%,2021/06/14,1400/03/24
2014,"10,726,000","10,659,000","10,823,000","10,809,000",155000,1.45%,2021/06/15,1400/03/25
2015,"10,805,000","10,654,000","10,809,000","10,654,000",-,-,2021/06/16,1400/03/26
2016,"10,654,000","10,654,000","10,654,000","10,654,000",371000,3.61%,2021/06/17,1400/03/27
2017,"10,133,000","10,133,000","10,320,000","10,283,000",69000,0.67%,2021/06/19,1400/03/29
2018,"10,285,000","10,257,000","10,354,000","10,352,000",88000,0.85%,2021/06/20,1400/03/30
2019,"10,354,000","10,343,000","10,454,000","10,440,000",58000,0.56%,2021/06/21,1400/03/31
2020,"10,424,000","10,359,000","10,437,000","10,382,000",44000,0.43%,2021/06/22,1400/04/01
2021,"10,380,000","10,292,000","10,387,000","10,338,000",-,-,2021/06/23,1400/04/02
2022,"10,338,000","10,338,000","10,338,000","10,338,000",247000,2.39%,2021/06/24,1400/04/03
2023,"10,502,000","10,470,000","10,588,000","10,585,000",72000,0.68%,2021/06/26,1400/04/05
2024,"10,588,000","10,588,000","10,710,000","10,657,000",16000,0.15%,2021/06/27,1400/04/06
2025,"10,645,000","10,629,000","10,791,000","10,641,000",83000,0.78%,2021/06/28,1400/04/07
2026,"10,654,000","10,654,000","10,735,000","10,724,000",46000,0.43%,2021/06/29,1400/04/08
2027,"10,738,000","10,615,000","10,738,000","10,678,000",-,-,2021/06/30,1400/04/09
2028,"10,678,000","10,678,000","10,678,000","10,678,000",81000,0.76%,2021/07/01,1400/04/10
2029,"10,673,000","10,592,000","10,756,000","10,597,000",21000,0.2%,2021/07/03,1400/04/12
2030,"10,606,000","10,548,000","10,613,000","10,576,000",97000,0.92%,2021/07/04,1400/04/13
2031,"10,588,000","10,576,000","10,698,000","10,673,000",69000,0.65%,2021/07/05,1400/04/14
2032,"10,680,000","10,525,000","10,680,000","10,604,000",37000,0.35%,2021/07/06,1400/04/15
2033,"10,606,000","10,592,000","10,654,000","10,641,000",5300,0.05%,2021/07/07,1400/04/16
2034,"10,631,000","10,599,000","10,654,000","10,648,000",35000,0.33%,2021/07/10,1400/04/19
2035,"10,638,000","10,592,000","10,652,000","10,613,000",74000,0.7%,2021/07/11,1400/04/20
2036,"10,624,000","10,507,000","10,624,000","10,539,000",48000,0.46%,2021/07/12,1400/04/21
2037,"10,548,000","10,456,000","10,555,000","10,491,000",99000,0.94%,2021/07/13,1400/04/22
2038,"10,502,000","10,491,000","10,608,000","10,590,000",-,-,2021/07/14,1400/04/23
2039,"10,590,000","10,590,000","10,590,000","10,590,000",83000,0.79%,2021/07/15,1400/04/24
2040,"10,532,000","10,484,000","10,546,000","10,507,000",30000,0.29%,2021/07/17,1400/04/26
2041,"10,509,000","10,421,000","10,516,000","10,477,000",83000,0.79%,2021/07/18,1400/04/27
2042,"10,525,000","10,500,000","10,597,000","10,560,000",-,-,2021/07/19,1400/04/28
2043,"10,560,000","10,560,000","10,560,000","10,560,000",23000,0.22%,2021/07/20,1400/04/29
2044,"10,537,000","10,537,000","10,537,000","10,537,000",69000,0.65%,2021/07/22,1400/04/31
2045,"10,530,000","10,523,000","10,721,000","10,606,000",143000,1.35%,2021/07/24,1400/05/02
2046,"10,613,000","10,604,000","10,795,000","10,749,000",26000,0.24%,2021/07/25,1400/05/03
2047,"10,754,000","10,751,000","10,841,000","10,775,000",182000,1.69%,2021/07/26,1400/05/04
2048,"10,765,000","10,765,000","10,994,000","10,957,000",-,-,2021/07/27,1400/05/05
2049,"10,957,000","10,957,000","10,957,000","10,957,000",18000,0.16%,2021/07/28,1400/05/06
2050,"11,107,000","10,941,000","11,139,000","10,975,000",37000,0.34%,2021/07/31,1400/05/09
2051,"10,968,000","10,883,000","11,033,000","10,938,000",58000,0.53%,2021/08/01,1400/05/10
2052,"10,941,000","10,929,000","11,038,000","10,996,000",7000,0.06%,2021/08/02,1400/05/11
2053,"10,994,000","10,874,000","11,035,000","10,989,000",19000,0.17%,2021/08/03,1400/05/12
2054,"10,982,000","10,966,000","11,028,000","11,008,000",-,-,2021/08/04,1400/05/13
2055,"11,008,000","11,008,000","11,008,000","11,008,000",143000,1.32%,2021/08/05,1400/05/14
2056,"10,816,000","10,816,000","10,911,000","10,865,000",17000,0.16%,2021/08/07,1400/05/16
2057,"10,869,000","10,800,000","10,906,000","10,848,000",72000,0.66%,2021/08/08,1400/05/17
2058,"10,835,000","10,835,000","10,955,000","10,920,000",182000,1.67%,2021/08/09,1400/05/18
2059,"10,904,000","10,904,000","11,137,000","11,102,000",32000,0.29%,2021/08/10,1400/05/19
2060,"11,116,000","11,042,000","11,139,000","11,070,000",-,-,2021/08/11,1400/05/20
2061,"11,070,000","11,070,000","11,070,000","11,070,000",307000,2.77%,2021/08/12,1400/05/21
2062,"11,160,000","11,149,000","11,426,000","11,377,000",111000,0.98%,2021/08/14,1400/05/23
2063,"11,389,000","11,382,000","11,513,000","11,488,000",39000,0.34%,2021/08/15,1400/05/24
2064,"11,486,000","11,439,000","11,502,000","11,449,000",-,-,2021/08/16,1400/05/25
2065,"11,449,000","11,449,000","11,449,000","11,449,000",99000,0.86%,2021/08/17,1400/05/26
2066,"11,467,000","11,462,000","11,684,000","11,548,000",185000,1.6%,2021/08/21,1400/05/30
2067,"11,541,000","11,504,000","11,733,000","11,733,000",23000,0.2%,2021/08/22,1400/05/31
2068,"11,730,000","11,677,000","11,841,000","11,756,000",37000,0.32%,2021/08/23,1400/06/01
2069,"11,749,000","11,712,000","11,906,000","11,719,000",7000,0.06%,2021/08/24,1400/06/02
2070,"11,714,000","11,677,000","11,765,000","11,712,000",-,-,2021/08/25,1400/06/03
2071,"11,712,000","11,712,000","11,712,000","11,712,000",111000,0.95%,2021/08/26,1400/06/04
2072,"12,010,000","11,793,000","12,010,000","11,823,000",284000,2.46%,2021/08/28,1400/06/06
2073,"11,832,000","11,534,000","11,832,000","11,539,000",113000,0.98%,2021/08/29,1400/06/07
2074,"11,548,000","11,548,000","11,744,000","11,652,000",109000,0.94%,2021/08/30,1400/06/08
2075,"11,640,000","11,525,000","11,661,000","11,543,000",76000,0.66%,2021/08/31,1400/06/09
2076,"11,548,000","11,548,000","11,622,000","11,619,000",-,-,2021/09/01,1400/06/10
2077,"11,619,000","11,619,000","11,619,000","11,619,000",72000,0.62%,2021/09/02,1400/06/11
2078,"11,613,000","11,613,000","11,765,000","11,691,000",30000,0.26%,2021/09/04,1400/06/13
2079,"11,680,000","11,619,000","11,703,000","11,661,000",21000,0.18%,2021/09/05,1400/06/14
2080,"11,673,000","11,661,000","11,740,000","11,682,000",124000,1.06%,2021/09/06,1400/06/15
2081,"11,680,000","11,680,000","11,855,000","11,806,000",30000,0.25%,2021/09/07,1400/06/16
2082,"11,820,000","11,779,000","11,867,000","11,836,000",-,-,2021/09/08,1400/06/17
2083,"11,836,000","11,836,000","11,836,000","11,836,000",263000,2.27%,2021/09/09,1400/06/18
2084,"11,735,000","11,557,000","11,749,000","11,573,000",14000,0.12%,2021/09/11,1400/06/20
2085,"11,583,000","11,412,000","11,583,000","11,559,000",109000,0.94%,2021/09/12,1400/06/21
2086,"11,573,000","11,504,000","11,684,000","11,668,000",122000,1.06%,2021/09/13,1400/06/22
2087,"11,677,000","11,527,000","11,677,000","11,546,000",30000,0.26%,2021/09/14,1400/06/23
2088,"11,532,000","11,322,000","11,543,000","11,516,000",-,-,2021/09/15,1400/06/24
2089,"11,516,000","11,516,000","11,516,000","11,516,000",180000,1.59%,2021/09/16,1400/06/25
2090,"11,294,000","11,273,000","11,396,000","11,336,000",14000,0.12%,2021/09/18,1400/06/27
2091,"11,324,000","11,273,000","11,340,000","11,322,000",104000,0.92%,2021/09/19,1400/06/28
2092,"11,366,000","11,366,000","11,462,000","11,426,000",-,-,2021/09/20,1400/06/29
2093,"11,366,000","11,366,000","11,462,000","11,426,000",97000,0.85%,2021/09/21,1400/06/30
2094,"11,428,000","11,428,000","11,559,000","11,523,000",39000,0.34%,2021/09/22,1400/06/31
2095,"11,518,000","11,495,000","11,601,000","11,562,000",143000,1.25%,2021/09/23,1400/07/01
2096,"11,566,000","11,386,000","11,566,000","11,419,000",41000,0.36%,2021/09/25,1400/07/03
2097,"11,460,000","11,460,000","11,460,000","11,460,000",53000,0.46%,2021/09/26,1400/07/04
2098,"11,476,000","11,449,000","11,516,000","11,513,000",60000,0.52%,2021/09/28,1400/07/06
2099,"11,580,000","11,543,000","11,649,000","11,573,000",72000,0.62%,2021/09/29,1400/07/07
2100,"11,608,000","11,587,000","11,659,000","11,645,000",37000,0.32%,2021/09/30,1400/07/08
2101,"11,626,000","11,585,000","11,645,000","11,608,000",83000,0.72%,2021/10/02,1400/07/10
2102,"11,589,000","11,585,000","11,698,000","11,691,000",-,-,2021/10/03,1400/07/11
2103,"11,691,000","11,691,000","11,691,000","11,691,000",97000,0.84%,2021/10/04,1400/07/12
2104,"11,594,000","11,594,000","11,594,000","11,594,000",180000,1.58%,2021/10/06,1400/07/14
2105,"11,535,000","11,393,000","11,555,000","11,414,000",19100,0.17%,2021/10/09,1400/07/17
2106,"11,414,000","11,287,000","11,423,000","11,319,000",95000,0.84%,2021/10/11,1400/07/19
2107,"11,257,000","11,215,000","11,426,000","11,414,000",2000,0.02%,2021/10/12,1400/07/20
2108,"11,412,000","11,393,000","11,465,000","11,416,000",-,-,2021/10/13,1400/07/21
2109,"11,416,000","11,416,000","11,416,000","11,416,000",4000,0.04%,2021/10/14,1400/07/22
2110,"11,451,000","11,402,000","11,460,000","11,412,000",42000,0.37%,2021/10/16,1400/07/24
2111,"11,336,000","11,315,000","11,426,000","11,370,000",102000,0.9%,2021/10/17,1400/07/25
2112,"11,356,000","11,349,000","11,479,000","11,472,000",46000,0.4%,2021/10/18,1400/07/26
2113,"11,458,000","11,405,000","11,472,000","11,426,000",64000,0.56%,2021/10/19,1400/07/27
2114,"11,430,000","11,423,000","11,523,000","11,490,000",-,-,2021/10/20,1400/07/28
2115,"11,490,000","11,490,000","11,490,000","11,490,000",139000,1.21%,2021/10/21,1400/07/29
2116,"11,629,000","11,629,000","11,629,000","11,629,000",4000,0.03%,2021/10/23,1400/08/01
2117,"11,673,000","11,599,000","11,682,000","11,633,000",81000,0.7%,2021/10/25,1400/08/03
2118,"11,645,000","11,622,000","11,770,000","11,714,000",2000,0.02%,2021/10/26,1400/08/04
2119,"11,735,000","11,691,000","11,735,000","11,716,000",-,-,2021/10/27,1400/08/05
2120,"11,716,000","11,716,000","11,716,000","11,716,000",32000,0.27%,2021/10/28,1400/08/06
2121,"11,696,000","11,622,000","11,707,000","11,684,000",32000,0.27%,2021/10/30,1400/08/08
2122,"11,691,000","11,691,000","11,765,000","11,716,000",32000,0.27%,2021/10/31,1400/08/09
2123,"11,733,000","11,668,000","11,733,000","11,684,000",32000,0.27%,2021/11/01,1400/08/10
2124,"11,682,000","11,680,000","11,733,000","11,716,000",32000,0.27%,2021/11/02,1400/08/11
2125,"11,656,000","11,649,000","11,693,000","11,684,000",-,-,2021/11/03,1400/08/12
2126,"11,684,000","11,684,000","11,684,000","11,684,000",330000,2.82%,2021/11/04,1400/08/13
2127,"11,980,000","11,922,000","12,030,000","12,014,000",23000,0.19%,2021/11/06,1400/08/15
2128,"12,023,000","12,014,000","12,084,000","12,037,000",109000,0.91%,2021/11/07,1400/08/16
2129,"12,118,000","12,067,000","12,169,000","12,146,000",374000,3.08%,2021/11/08,1400/08/17
2130,"12,217,000","12,217,000","12,545,000","12,520,000",118000,0.94%,2021/11/09,1400/08/18
2131,"12,494,000","12,494,000","12,684,000","12,638,000",-,-,2021/11/10,1400/08/19
2132,"12,638,000","12,638,000","12,638,000","12,638,000",64000,0.51%,2021/11/11,1400/08/20
2133,"12,760,000","12,677,000","12,813,000","12,702,000",94000,0.75%,2021/11/13,1400/08/22
2134,"12,695,000","12,545,000","12,695,000","12,608,000",58000,0.46%,2021/11/14,1400/08/23
2135,"12,603,000","12,474,000","12,617,000","12,550,000",56000,0.45%,2021/11/15,1400/08/24
2136,"12,534,000","12,469,000","12,550,000","12,494,000",90000,0.73%,2021/11/16,1400/08/25
2137,"12,504,000","12,400,000","12,511,000","12,404,000",-,-,2021/11/17,1400/08/26
2138,"12,404,000","12,404,000","12,404,000","12,404,000",9000,0.07%,2021/11/18,1400/08/27
2139,"12,365,000","12,310,000","12,428,000","12,395,000",125000,1.01%,2021/11/20,1400/08/29
2140,"12,397,000","12,395,000","12,520,000","12,520,000",162000,1.31%,2021/11/21,1400/08/30
2141,"12,506,000","12,305,000","12,520,000","12,358,000",166000,1.34%,2021/11/22,1400/09/01
2142,"12,361,000","12,347,000","12,552,000","12,524,000",20000,0.16%,2021/11/23,1400/09/02
2143,"12,531,000","12,488,000","12,534,000","12,504,000",-,-,2021/11/24,1400/09/03
2144,"12,504,000","12,504,000","12,504,000","12,504,000",69000,0.55%,2021/11/25,1400/09/04
2145,"12,543,000","12,527,000","12,591,000","12,573,000",122000,0.97%,2021/11/27,1400/09/06
2146,"12,688,000","12,642,000","12,753,000","12,695,000",184000,1.47%,2021/11/28,1400/09/07
2147,"12,698,000","12,446,000","12,700,000","12,511,000",104000,0.83%,2021/11/29,1400/09/08
2148,"12,584,000","12,564,000","12,626,000","12,615,000",26000,0.21%,2021/11/30,1400/09/09
2149,"12,621,000","12,580,000","12,624,000","12,589,000",-,-,2021/12/01,1400/09/10
2150,"12,589,000","12,589,000","12,589,000","12,589,000",455000,3.61%,2021/12/02,1400/09/11
2151,"13,097,000","12,965,000","13,102,000","13,044,000",150000,1.15%,2021/12/04,1400/09/13
2152,"13,053,000","13,051,000","13,219,000","13,194,000",25000,0.19%,2021/12/05,1400/09/14
2153,"13,203,000","13,159,000","13,240,000","13,169,000",74000,0.57%,2021/12/06,1400/09/15
2154,"13,185,000","13,035,000","13,217,000","13,095,000",28000,0.21%,2021/12/07,1400/09/16
2155,"13,097,000","13,062,000","13,143,000","13,067,000",-,-,2021/12/08,1400/09/17
2156,"13,067,000","13,067,000","13,067,000","13,067,000",134000,1.04%,2021/12/09,1400/09/18
2157,"12,982,000","12,889,000","13,021,000","12,933,000",65000,0.51%,2021/12/11,1400/09/20
2158,"12,887,000","12,806,000","12,928,000","12,868,000",111000,0.86%,2021/12/12,1400/09/21
2159,"12,857,000","12,739,000","12,991,000","12,979,000",57000,0.44%,2021/12/13,1400/09/22
2160,"13,035,000","12,889,000","13,060,000","12,922,000",69000,0.53%,2021/12/14,1400/09/23
2161,"12,917,000","12,915,000","13,014,000","12,991,000",-,-,2021/12/15,1400/09/24
2162,"12,991,000","12,991,000","12,991,000","12,991,000",176000,1.37%,2021/12/16,1400/09/25
2163,"12,802,000","12,769,000","12,848,000","12,815,000",47000,0.37%,2021/12/18,1400/09/27
2164,"12,832,000","12,785,000","12,868,000","12,862,000",110000,0.86%,2021/12/19,1400/09/28
2165,"12,845,000","12,845,000","13,005,000","12,972,000",33000,0.25%,2021/12/20,1400/09/29
2166,"12,993,000","12,968,000","13,079,000","13,005,000",14000,0.11%,2021/12/21,1400/09/30
2167,"13,109,000","12,972,000","13,109,000","13,019,000",-,-,2021/12/22,1400/10/01
2168,"13,019,000","13,019,000","13,019,000","13,019,000",40000,0.31%,2021/12/23,1400/10/02
2169,"12,901,000","12,875,000","13,005,000","12,979,000",44000,0.34%,2021/12/25,1400/10/04
2170,"12,991,000","12,905,000","12,993,000","12,935,000",62000,0.48%,2021/12/26,1400/10/05
2171,"12,864,000","12,815,000","12,898,000","12,873,000",5000,0.04%,2021/12/27,1400/10/06
2172,"12,875,000","12,855,000","12,912,000","12,878,000",97000,0.75%,2021/12/28,1400/10/07
2173,"12,928,000","12,928,000","12,995,000","12,975,000",-,-,2021/12/29,1400/10/08
2174,"12,975,000","12,975,000","12,975,000","12,975,000",37000,0.29%,2021/12/30,1400/10/09
2175,"12,933,000","12,836,000","12,959,000","12,938,000",130000,1.01%,2022/01/01,1400/10/11
2176,"12,843,000","12,785,000","12,878,000","12,808,000",140000,1.11%,2022/01/02,1400/10/12
2177,"12,783,000","12,582,000","12,813,000","12,668,000",14000,0.11%,2022/01/03,1400/10/13
2178,"12,672,000","12,531,000","12,684,000","12,654,000",-,-,2022/01/04,1400/10/14
2179,"12,654,000","12,654,000","12,654,000","12,654,000",917000,7.81%,2022/01/05,1400/10/15
2180,"12,116,000","11,675,000","12,393,000","11,737,000",247000,2.1%,2022/01/08,1400/10/18
2181,"11,765,000","11,677,000","12,084,000","11,984,000",270000,2.25%,2022/01/09,1400/10/19
2182,"11,987,000","11,973,000","12,268,000","12,254,000",145000,1.2%,2022/01/10,1400/10/20
2183,"12,252,000","12,074,000","12,367,000","12,109,000",166000,1.37%,2022/01/11,1400/10/21
2184,"12,215,000","12,127,000","12,337,000","12,275,000",-,-,2022/01/12,1400/10/22
2185,"12,275,000","12,275,000","12,275,000","12,275,000",298000,2.49%,2022/01/13,1400/10/23
2186,"11,984,000","11,933,000","12,058,000","11,977,000",122000,1.03%,2022/01/15,1400/10/25
2187,"11,984,000","11,811,000","11,989,000","11,855,000",62000,0.52%,2022/01/16,1400/10/26
2188,"11,860,000","11,716,000","11,968,000","11,917,000",183000,1.54%,2022/01/17,1400/10/27
2189,"11,933,000","11,924,000","12,120,000","12,100,000",80000,0.66%,2022/01/18,1400/10/28
2190,"12,093,000","12,088,000","12,215,000","12,180,000",-,-,2022/01/19,1400/10/29
2191,"12,180,000","12,180,000","12,180,000","12,180,000",169000,1.39%,2022/01/20,1400/10/30
2192,"12,130,000","12,074,000","12,397,000","12,349,000",67000,0.54%,2022/01/22,1400/11/02
2193,"12,363,000","12,351,000","12,541,000","12,416,000",19000,0.15%,2022/01/23,1400/11/03
2194,"12,432,000","12,314,000","12,434,000","12,397,000",16000,0.13%,2022/01/24,1400/11/04
2195,"12,384,000","12,381,000","12,841,000","12,381,000",57000,0.46%,2022/01/25,1400/11/05
2196,"12,391,000","12,236,000","12,402,000","12,324,000",-,-,2022/01/26,1400/11/06
2197,"12,324,000","12,324,000","12,324,000","12,324,000",47000,0.38%,2022/01/27,1400/11/07
2198,"12,254,000","12,150,000","12,324,000","12,277,000",110000,0.9%,2022/01/29,1400/11/09
2199,"12,273,000","12,118,000","12,287,000","12,167,000",2000,0.02%,2022/01/30,1400/11/10
2200,"12,157,000","12,127,000","12,310,000","12,169,000",81000,0.67%,2022/01/31,1400/11/11
2201,"12,130,000","12,040,000","12,134,000","12,088,000",21000,0.17%,2022/02/01,1400/11/12
2202,"12,102,000","12,067,000","12,162,000","12,109,000",-,-,2022/02/02,1400/11/13
2203,"12,109,000","12,109,000","12,109,000","12,109,000",261000,2.2%,2022/02/03,1400/11/14
2204,"11,705,000","11,610,000","11,880,000","11,848,000",72000,0.61%,2022/02/05,1400/11/16
2205,"11,855,000","11,753,000","11,855,000","11,776,000",221000,1.91%,2022/02/06,1400/11/17
2206,"11,788,000","11,518,000","11,788,000","11,555,000",101000,0.87%,2022/02/07,1400/11/18
2207,"11,573,000","11,559,000","11,712,000","11,656,000",20000,0.17%,2022/02/08,1400/11/19
2208,"11,661,000","11,543,000","11,696,000","11,636,000",-,-,2022/02/09,1400/11/20
2209,"11,636,000","11,636,000","11,636,000","11,636,000",540000,4.64%,2022/02/10,1400/11/21
2210,"12,033,000","12,033,000","12,210,000","12,176,000",56000,0.46%,2022/02/12,1400/11/23
2211,"12,185,000","12,051,000","12,187,000","12,120,000",25000,0.21%,2022/02/13,1400/11/24
2212,"12,051,000","11,963,000","12,070,000","12,049,000",144900,1.22%,2022/02/16,1400/11/27
2213,"11,862,000","11,686,000","11,867,000","11,730,000",19000,0.16%,2022/02/19,1400/11/30
2214,"11,723,000","11,696,000","11,804,000","11,749,000",136000,1.16%,2022/02/20,1400/12/01
2215,"11,756,000","11,746,000","12,040,000","11,885,000",23000,0.19%,2022/02/21,1400/12/02
2216,"11,883,000","11,860,000","12,021,000","11,908,000",393000,3.3%,2022/02/22,1400/12/03
2217,"11,901,000","11,897,000","12,331,000","12,301,000",-,-,2022/02/23,1400/12/04
2218,"12,301,000","12,301,000","12,301,000","12,301,000",280000,2.33%,2022/02/24,1400/12/05
2219,"12,044,000","11,950,000","12,054,000","12,021,000",9000,0.07%,2022/02/26,1400/12/07
2220,"12,030,000","12,017,000","12,100,000","12,030,000",-,-,2022/02/27,1400/12/08
2221,"12,030,000","12,030,000","12,030,000","12,030,000",30000,0.25%,2022/02/28,1400/12/09
2222,"11,996,000","11,982,000","12,067,000","12,000,000",-,-,2022/03/02,1400/12/11
2223,"12,000,000","12,000,000","12,000,000","12,000,000",34000,0.28%,2022/03/03,1400/12/12
2224,"11,989,000","11,908,000","11,998,000","11,966,000",120000,1%,2022/03/05,1400/12/14
2225,"11,959,000","11,957,000","12,153,000","12,086,000",395000,3.27%,2022/03/06,1400/12/15
2226,"12,116,000","12,104,000","12,536,000","12,481,000",243000,1.99%,2022/03/07,1400/12/16
2227,"12,478,000","12,137,000","12,490,000","12,238,000",60000,0.49%,2022/03/08,1400/12/17
2228,"12,229,000","12,047,000","12,247,000","12,178,000",-,-,2022/03/09,1400/12/18
2229,"12,178,000","12,178,000","12,178,000","12,178,000",206000,1.69%,2022/03/10,1400/12/19
2230,"12,234,000","12,234,000","12,451,000","12,384,000",83000,0.67%,2022/03/12,1400/12/21
2231,"12,402,000","12,197,000","12,404,000","12,301,000",60000,0.49%,2022/03/13,1400/12/22
2232,"12,307,000","12,178,000","12,347,000","12,241,000",84000,0.69%,2022/03/14,1400/12/23
2233,"12,247,000","12,118,000","12,268,000","12,157,000",134000,1.1%,2022/03/15,1400/12/24
2234,"12,167,000","12,137,000","12,305,000","12,291,000",-,-,2022/03/16,1400/12/25
2235,"12,291,000","12,291,000","12,291,000","12,291,000",40300,0.33%,2022/03/17,1400/12/26
2236,"12,300,000","12,063,800","12,582,800","12,331,300",119700,0.97%,2022/03/18,1400/12/27
2237,"12,349,000","12,333,000","12,471,000","12,451,000",3000,0.02%,2022/03/26,1401/01/06
2238,"12,460,000","12,414,000","12,520,000","12,448,000",46000,0.37%,2022/03/27,1401/01/07
2239,"12,462,000","12,414,000","12,508,000","12,494,000",77000,0.62%,2022/03/28,1401/01/08
2240,"12,508,000","12,437,000","12,573,000","12,571,000",7000,0.06%,2022/03/29,1401/01/09
2241,"12,573,000","12,518,000","12,598,000","12,578,000",-,-,2022/03/30,1401/01/10
2242,"12,578,000","12,578,000","12,578,000","12,578,000",180000,1.43%,2022/03/31,1401/01/11
2243,"12,511,000","12,497,000","12,776,000","12,758,000",182000,1.43%,2022/04/03,1401/01/14
2244,"12,755,000","12,753,000","13,012,000","12,940,000",138000,1.08%,2022/04/04,1401/01/15
