,Open,Low,High,Close,Change,ChangePercent,Date_Gregorian,Date_Jalali
820,"1,143,140","1,140,480","1,145,790","1,143,250",17530,1.56%,2016/11/05,1395/08/15
821,"1,128,950","1,124,570","1,133,330","1,125,720",-,-,2016/11/06,1395/08/16
822,"1,128,150","1,123,880","1,132,410","1,125,720",6460,0.57%,2016/11/07,1395/08/17
823,"1,143,940","1,131,950","1,155,930","1,132,180",2080,0.18%,2016/11/08,1395/08/18
824,"1,132,640","1,127,800","1,137,480","1,130,100",25990,2.35%,2016/11/09,1395/08/19
825,"1,105,310","1,101,730","1,108,880","1,108,420",3000,0.27%,2016/11/12,1395/08/22
826,"1,105,080","1,098,280","1,111,880","1,111,420",3110,0.28%,2016/11/13,1395/08/23
827,"1,110,330","1,104,730","1,115,920","1,108,310",120,0.01%,2016/11/14,1395/08/24
828,"1,107,730","1,104,960","1,110,500","1,108,190",3920,0.35%,2016/11/15,1395/08/25
829,"1,107,270","1,103,810","1,110,730","1,104,270",4474,0.41%,2016/11/16,1395/08/26
830,"1,098,365","1,082,658","1,123,008","1,099,910",5980,0.54%,2016/11/18,1395/08/28
831,"1,104,620","1,101,730","1,107,500","1,105,890",1390,0.13%,2016/11/21,1395/09/01
832,"1,106,810","1,102,200","1,111,420","1,104,500",4380,0.4%,2016/11/22,1395/09/02
833,"1,100,470","1,097,350","1,103,580","1,100,120",3081,0.28%,2016/11/23,1395/09/03
834,"1,111,310","1,104,040","1,118,570","1,117,650",6460,0.58%,2016/11/26,1395/09/06
835,"1,121,460","1,117,420","1,125,490","1,124,110",4336,0.39%,2016/11/27,1395/09/07
836,"1,115,730","1,107,696","1,137,699","1,128,446",5976,0.53%,2016/11/28,1395/09/08
837,"1,114,370","1,092,410","1,134,810","1,122,470",8560,0.76%,2016/11/30,1395/09/10
838,"1,131,150","1,127,570","1,134,720","1,131,030",-,-,2016/12/03,1395/09/13
839,"1,128,490","1,122,260","1,134,720","1,131,030",9000,0.8%,2016/12/04,1395/09/14
840,"1,125,380","1,121,110","1,129,640","1,122,030",2080,0.19%,2016/12/05,1395/09/15
841,"1,123,180","1,119,950","1,126,410","1,124,110",230,0.02%,2016/12/06,1395/09/16
842,"1,124,910","1,123,180","1,126,640","1,124,340",1730,0.15%,2016/12/07,1395/09/17
843,"1,123,880","1,121,340","1,126,410","1,126,070",2880,0.26%,2016/12/10,1395/09/20
844,"1,126,070","1,122,720","1,129,410","1,128,950",690,0.06%,2016/12/11,1395/09/21
845,"1,129,530","1,127,100","1,131,950","1,129,640",3230,0.29%,2016/12/12,1395/09/22
846,"1,132,060","1,129,870","1,134,250","1,132,870",9690,0.86%,2016/12/13,1395/09/23
847,"1,125,610","1,123,180","1,128,030","1,123,180",738,0.07%,2016/12/14,1395/09/24
848,"1,123,990","1,122,490","1,125,490","1,124,340",2070,0.18%,2016/12/18,1395/09/28
849,"1,125,030","1,123,640","1,126,410","1,126,410",1160,0.1%,2016/12/19,1395/09/29
850,"1,128,490","1,125,950","1,131,030","1,127,570",230,0.02%,2016/12/20,1395/09/30
851,"1,127,910","1,126,640","1,129,180","1,127,800",3840,0.34%,2016/12/21,1395/10/01
852,"1,138,120","1,134,830","1,141,400","1,140,940",9460,0.83%,2016/12/24,1395/10/04
853,"1,149,020","1,139,100","1,158,930","1,150,400",8530,0.74%,2016/12/25,1395/10/05
854,"1,161,240","1,154,320","1,168,160","1,158,930",11530,1%,2016/12/26,1395/10/06
855,"1,149,250","1,135,180","1,163,310","1,147,400",920,0.08%,2016/12/27,1395/10/07
856,"1,146,480","1,143,020","1,149,940","1,146,480",1615,0.14%,2016/12/28,1395/10/08
857,"1,117,190","1,107,270","1,127,100","1,125,030",5530,0.49%,2016/12/31,1395/10/11
858,"1,127,450","1,122,950","1,131,950","1,130,560",1160,0.1%,2017/01/01,1395/10/12
859,"1,131,370","1,125,950","1,136,790","1,131,720",1610,0.14%,2017/01/02,1395/10/13
860,"1,132,640","1,129,640","1,135,640","1,133,330",7610,0.67%,2017/01/03,1395/10/14
861,"1,137,250","1,133,100","1,141,400","1,140,940",1906,0.17%,2017/01/04,1395/10/15
862,"1,146,250","1,143,020","1,148,780","1,147,170",1150,0.1%,2017/01/07,1395/10/18
863,"1,147,630","1,145,550","1,148,780","1,148,320",690,0.06%,2017/01/08,1395/10/19
864,"1,149,010","1,147,400","1,151,550","1,149,010",3000,0.26%,2017/01/09,1395/10/20
865,"1,148,320","1,147,400","1,153,860","1,152,010",7150,0.62%,2017/01/10,1395/10/21
866,"1,153,400","1,153,400","1,164,240","1,159,160",8987,0.78%,2017/01/11,1395/10/22
867,"1,148,090","1,145,090","1,154,090","1,153,400",2540,0.22%,2017/01/14,1395/10/25
868,"1,156,390","1,149,940","1,158,240","1,150,860",1380,0.12%,2017/01/15,1395/10/26
869,"1,150,630","1,150,400","1,156,160","1,152,240",1380,0.12%,2017/01/16,1395/10/27
870,"1,154,090","1,149,480","1,154,090","1,150,860",4150,0.36%,2017/01/17,1395/10/28
871,"1,149,010","1,145,320","1,149,010","1,146,710",1534,0.13%,2017/01/18,1395/10/29
872,"1,141,060","1,140,250","1,146,250","1,146,020",1840,0.16%,2017/01/21,1395/11/02
873,"1,146,130","1,146,020","1,149,010","1,147,860",-,-,2017/01/22,1395/11/03
874,"1,147,630","1,147,400","1,150,400","1,147,860",3460,0.3%,2017/01/23,1395/11/04
875,"1,146,480","1,142,560","1,146,480","1,144,400",1840,0.16%,2017/01/24,1395/11/05
876,"1,144,860","1,141,860","1,145,320","1,142,560",2441,0.21%,2017/01/25,1395/11/06
877,"1,139,100","1,138,170","1,142,090","1,139,900",9120,0.81%,2017/01/28,1395/11/09
878,"1,139,670","1,127,550","1,139,670","1,130,780",7160,0.63%,2017/01/29,1395/11/10
879,"1,129,740","1,129,740","1,139,780","1,137,940",1620,0.14%,2017/01/30,1395/11/11
880,"1,138,860","1,134,010","1,142,320","1,136,320",4160,0.37%,2017/01/31,1395/11/12
881,"1,137,710","1,137,710","1,144,400","1,140,480",4937,0.43%,2017/02/01,1395/11/13
882,"1,149,940","1,145,330","1,154,330","1,150,870",4610,0.4%,2017/02/04,1395/11/16
883,"1,152,020","1,150,640","1,156,410","1,155,480",3920,0.34%,2017/02/05,1395/11/17
884,"1,157,790","1,150,400","1,157,790","1,151,560",3230,0.28%,2017/02/06,1395/11/18
885,"1,149,710","1,147,860","1,158,020","1,154,790",920,0.08%,2017/02/07,1395/11/19
886,"1,154,560","1,153,170","1,157,330","1,153,870",99,0.01%,2017/02/08,1395/11/20
887,"1,154,100","1,151,100","1,157,100","1,155,020",7160,0.62%,2017/02/11,1395/11/23
888,"1,154,100","1,146,480","1,154,100","1,147,860",2070,0.18%,2017/02/12,1395/11/24
889,"1,148,100","1,145,330","1,150,400","1,145,790",3460,0.3%,2017/02/13,1395/11/25
890,"1,147,860","1,144,860","1,150,400","1,149,250",920,0.08%,2017/02/14,1395/11/26
891,"1,150,400","1,149,250","1,152,250","1,150,170",433,0.04%,2017/02/15,1395/11/27
892,"1,149,710","1,147,630","1,151,100","1,148,330",2310,0.2%,2017/02/18,1395/11/30
893,"1,148,100","1,145,090","1,149,020","1,146,020",3000,0.26%,2017/02/19,1395/12/01
894,"1,145,090","1,144,400","1,149,250","1,149,020",810,0.07%,2017/02/20,1395/12/02
895,"1,148,330","1,147,630","1,151,100","1,149,830",3110,0.27%,2017/02/21,1395/12/03
896,"1,151,330","1,149,480","1,153,410","1,152,940",230,0.02%,2017/02/22,1395/12/04
897,"1,153,170","1,153,170","1,153,170","1,153,170",9700,0.84%,2017/02/23,1395/12/05
898,"1,160,790","1,160,330","1,164,260","1,162,870",2540,0.22%,2017/02/25,1395/12/07
899,"1,163,330","1,157,790","1,164,030","1,160,330",460,0.04%,2017/02/26,1395/12/08
900,"1,157,100","1,156,410","1,161,020","1,160,790",700,0.06%,2017/02/27,1395/12/09
901,"1,159,870","1,157,100","1,162,640","1,161,490",3699,0.32%,2017/02/28,1395/12/10
902,"1,153,640","1,151,560","1,153,870","1,152,020",7390,0.65%,2017/03/04,1395/12/14
903,"1,152,480","1,144,170","1,152,480","1,144,630",10850,0.96%,2017/03/05,1395/12/15
904,"1,144,860","1,133,320","1,144,860","1,133,780",6000,0.53%,2017/03/06,1395/12/16
905,"1,133,320","1,124,550","1,133,320","1,127,780",8080,0.72%,2017/03/07,1395/12/17
906,"1,129,400","1,128,470","1,137,010","1,135,860",5146,0.46%,2017/03/08,1395/12/18
907,"1,124,780","1,123,620","1,129,400","1,128,930",1620,0.14%,2017/03/11,1395/12/21
908,"1,129,160","1,128,930","1,132,860","1,130,550",2310,0.2%,2017/03/12,1395/12/22
909,"1,130,090","1,127,320","1,131,240","1,128,240",1150,0.1%,2017/03/13,1395/12/23
910,"1,126,390","1,126,390","1,129,400","1,127,090",11540,1.02%,2017/03/14,1395/12/24
911,"1,134,240","1,134,240","1,142,090","1,138,630",281,0.02%,2017/03/15,1395/12/25
912,"1,152,480","1,151,790","1,153,870","1,153,640",12000,1.04%,2017/03/18,1395/12/28
913,"1,156,870","1,156,870","1,172,800","1,165,640",4850,0.42%,2017/03/25,1396/01/05
914,"1,165,870","1,165,870","1,173,490","1,170,490",-,-,2017/03/26,1396/01/06
915,"1,170,260","1,169,100","1,172,110","1,170,490",3460,0.3%,2017/03/27,1396/01/07
916,"1,168,640","1,166,100","1,168,870","1,167,030",930,0.08%,2017/03/28,1396/01/08
917,"1,167,490","1,164,490","1,167,490","1,166,100",100,0.01%,2017/03/29,1396/01/09
918,"1,162,410","1,162,410","1,167,030","1,164,950",3000,0.26%,2017/04/03,1396/01/14
919,"1,165,180","1,161,720","1,167,950","1,161,950",1380,0.12%,2017/04/04,1396/01/15
920,"1,165,180","1,162,640","1,165,180","1,163,330",1934,0.17%,2017/04/05,1396/01/16
921,"1,165,870","1,165,870","1,168,410","1,167,950",920,0.08%,2017/04/08,1396/01/19
922,"1,167,490","1,165,180","1,168,640","1,167,030",1840,0.16%,2017/04/09,1396/01/20
923,"1,166,910","1,166,910","1,169,680","1,168,870",1740,0.15%,2017/04/10,1396/01/21
924,"1,170,720","1,169,800","1,174,410","1,170,610",7759,0.66%,2017/04/12,1396/01/23
925,"1,189,650","1,188,270","1,190,340","1,189,070",340,0.03%,2017/04/15,1396/01/26
926,"1,188,500","1,186,880","1,189,650","1,188,730",1270,0.11%,2017/04/16,1396/01/27
927,"1,186,880","1,185,150","1,188,270","1,187,460",9120,0.77%,2017/04/17,1396/01/28
928,"1,188,040","1,176,950","1,188,040","1,178,340",120,0.01%,2017/04/18,1396/01/29
929,"1,177,420","1,176,720","1,179,380","1,178,220",1610,0.14%,2017/04/19,1396/01/30
930,"1,181,570","1,181,230","1,182,730","1,181,570",3810,0.32%,2017/04/22,1396/02/02
931,"1,180,300","1,174,760","1,180,300","1,177,760",1500,0.13%,2017/04/23,1396/02/03
932,"1,177,990","1,175,800","1,177,990","1,176,260",5190,0.44%,2017/04/24,1396/02/04
933,"1,171,880","1,170,140","1,172,110","1,171,070",44,-,2017/04/26,1396/02/06
934,"1,172,800","1,172,800","1,177,070","1,174,990",8890,0.76%,2017/04/29,1396/02/09
935,"1,175,450","1,165,300","1,175,450","1,166,100",4040,0.35%,2017/04/30,1396/02/10
936,"1,164,140","1,160,220","1,164,370","1,162,060",230,0.02%,2017/05/01,1396/02/11
937,"1,162,760","1,159,750","1,163,910","1,161,830",11890,1.03%,2017/05/02,1396/02/12
938,"1,158,600","1,147,630","1,158,600","1,149,940",11859,1.04%,2017/05/03,1396/02/13
939,"1,129,160","1,128,360","1,139,210","1,137,590",3120,0.27%,2017/05/06,1396/02/16
940,"1,135,510","1,135,510","1,142,210","1,140,710",6700,0.59%,2017/05/07,1396/02/17
941,"1,141,170","1,133,780","1,141,170","1,134,010",810,0.07%,2017/05/08,1396/02/18
942,"1,133,780","1,133,670","1,137,820","1,134,820",2190,0.19%,2017/05/09,1396/02/19
943,"1,134,130","1,133,670","1,138,280","1,137,010",32,-,2017/05/10,1396/02/20
944,"1,140,020","1,138,510","1,140,940","1,140,590",1730,0.15%,2017/05/13,1396/02/23
945,"1,140,710","1,135,980","1,141,290","1,138,860",7040,0.62%,2017/05/14,1396/02/24
946,"1,138,280","1,138,280","1,147,400","1,145,900",12700,1.11%,2017/05/15,1396/02/25
947,"1,152,140","1,150,980","1,160,680","1,158,600",5890,0.51%,2017/05/16,1396/02/26
948,"1,160,100","1,151,910","1,160,450","1,152,710",138,0.01%,2017/05/17,1396/02/27
949,"1,148,900","1,147,860","1,151,100","1,150,750",1040,0.09%,2017/05/20,1396/02/30
950,"1,150,400","1,146,600","1,153,520","1,151,790",2540,0.22%,2017/05/21,1396/02/31
951,"1,153,290","1,148,560","1,153,870","1,149,250",2310,0.2%,2017/05/22,1396/03/01
952,"1,148,330","1,146,130","1,149,130","1,146,940",1270,0.11%,2017/05/23,1396/03/02
953,"1,149,130","1,147,290","1,149,710","1,148,210",722,0.06%,2017/05/24,1396/03/03
954,"1,146,940","1,145,670","1,149,250","1,148,900",3340,0.29%,2017/05/27,1396/03/06
955,"1,149,130","1,141,860","1,149,370","1,145,560",5080,0.45%,2017/05/28,1396/03/07
956,"1,145,210","1,139,780","1,146,830","1,140,480",1970,0.17%,2017/05/29,1396/03/08
957,"1,140,710","1,137,070","1,140,710","1,138,510",920,0.08%,2017/05/30,1396/03/09
958,"1,140,130","1,137,130","1,140,130","1,137,590",1733,0.15%,2017/05/31,1396/03/10
959,"1,142,560","1,142,440","1,143,130","1,142,790",7960,0.7%,2017/06/03,1396/03/13
960,"1,152,250","1,149,940","1,158,480","1,150,750",4150,0.36%,2017/06/06,1396/03/16
961,"1,150,640","1,145,440","1,150,980","1,146,600",3010,0.26%,2017/06/07,1396/03/17
962,"1,142,320","1,142,320","1,144,520","1,143,940",2770,0.24%,2017/06/10,1396/03/20
963,"1,143,250","1,140,480","1,144,170","1,141,170",920,0.08%,2017/06/11,1396/03/21
964,"1,142,560","1,136,550","1,142,560","1,142,090",2770,0.24%,2017/06/12,1396/03/22
965,"1,143,020","1,138,170","1,153,640","1,144,860",7500,0.66%,2017/06/13,1396/03/23
966,"1,137,820","1,137,360","1,142,090","1,137,360",2773,0.24%,2017/06/14,1396/03/24
967,"1,142,210","1,141,980","1,146,830","1,145,560",5430,0.48%,2017/06/17,1396/03/27
968,"1,145,670","1,139,670","1,145,790","1,140,130",1150,0.1%,2017/06/18,1396/03/28
969,"1,138,980","1,137,820","1,140,820","1,138,980",920,0.08%,2017/06/19,1396/03/29
970,"1,139,210","1,139,090","1,141,630","1,139,900",5890,0.52%,2017/06/20,1396/03/30
971,"1,140,130","1,140,130","1,146,710","1,145,790",988,0.09%,2017/06/21,1396/03/31
972,"1,153,170","1,153,170","1,156,640","1,156,290",4040,0.35%,2017/06/24,1396/04/03
973,"1,156,410","1,151,100","1,156,410","1,152,250",4970,0.43%,2017/06/25,1396/04/04
974,"1,156,640","1,155,710","1,158,250","1,157,220",2771,0.24%,2017/06/28,1396/04/07
975,"1,160,910","1,159,290","1,161,140","1,159,520",10620,0.92%,2017/07/01,1396/04/10
976,"1,159,870","1,148,900","1,159,870","1,148,900",2190,0.19%,2017/07/02,1396/04/11
977,"1,149,940","1,146,250","1,150,870","1,146,710",1150,0.1%,2017/07/03,1396/04/12
978,"1,146,830","1,143,710","1,147,630","1,145,560",1270,0.11%,2017/07/04,1396/04/13
979,"1,146,360","1,146,080","1,147,980","1,146,830",7628,0.67%,2017/07/05,1396/04/14
980,"1,135,980","1,135,510","1,137,360","1,137,010",1270,0.11%,2017/07/08,1396/04/17
981,"1,137,130","1,131,820","1,137,130","1,135,740",1610,0.14%,2017/07/09,1396/04/18
982,"1,137,360","1,131,590","1,137,360","1,134,130",3000,0.26%,2017/07/10,1396/04/19
983,"1,134,710","1,134,710","1,138,750","1,137,130",3690,0.33%,2017/07/11,1396/04/20
984,"1,137,480","1,133,440","1,137,480","1,133,440",461,0.04%,2017/07/12,1396/04/21
985,"1,137,250","1,134,360","1,137,480","1,137,010",810,0.07%,2017/07/15,1396/04/24
986,"1,137,130","1,136,490","1,138,630","1,137,820",690,0.06%,2017/07/16,1396/04/25
987,"1,138,170","1,136,320","1,140,360","1,138,510",580,0.05%,2017/07/17,1396/04/26
988,"1,138,280","1,136,210","1,139,090","1,139,090",690,0.06%,2017/07/18,1396/04/27
989,"1,138,280","1,138,170","1,140,250","1,139,780",6700,0.59%,2017/07/19,1396/04/28
990,"1,145,440","1,144,290","1,147,060","1,146,480",4270,0.37%,2017/07/22,1396/04/31
991,"1,146,020","1,146,020","1,151,330","1,150,750",2190,0.19%,2017/07/23,1396/05/01
992,"1,150,400","1,147,860","1,151,670","1,148,560",6230,0.54%,2017/07/24,1396/05/02
993,"1,148,330","1,147,400","1,156,520","1,154,790",6700,0.58%,2017/07/25,1396/05/03
994,"1,160,910","1,156,750","1,164,950","1,161,490",961,0.08%,2017/07/26,1396/05/04
995,"1,176,950","1,176,840","1,184,690","1,179,380",3350,0.28%,2017/07/29,1396/05/07
996,"1,179,260","1,171,880","1,179,260","1,176,030",3580,0.3%,2017/07/30,1396/05/08
997,"1,177,070","1,174,990","1,180,300","1,179,610",1730,0.15%,2017/07/31,1396/05/09
998,"1,179,030","1,176,490","1,181,800","1,181,340",-,-,2017/08/01,1396/05/10
999,"1,179,380","1,178,110","1,183,190","1,181,340",552,0.05%,2017/08/02,1396/05/11
1000,"1,178,450","1,172,910","1,179,610","1,174,070",1040,0.09%,2017/08/05,1396/05/14
1001,"1,172,220","1,171,410","1,173,490","1,173,030",2190,0.19%,2017/08/06,1396/05/15
1002,"1,171,880","1,171,820","1,177,420","1,175,220",3350,0.29%,2017/08/07,1396/05/16
1003,"1,175,920","1,175,920","1,179,720","1,178,570",1620,0.14%,2017/08/08,1396/05/17
1004,"1,180,300","1,179,610","1,181,230","1,180,190",1318,0.11%,2017/08/09,1396/05/18
1005,"1,190,920","1,189,650","1,192,310","1,191,730",9000,0.76%,2017/08/12,1396/05/21
1006,"1,191,500","1,180,070","1,191,500","1,182,730",4620,0.39%,2017/08/13,1396/05/22
1007,"1,179,490","1,175,800","1,179,960","1,178,110",230,0.02%,2017/08/14,1396/05/23
1008,"1,177,650","1,175,800","1,178,340","1,178,340",6230,0.53%,2017/08/15,1396/05/24
1009,"1,182,730","1,181,340","1,187,340","1,184,570",361,0.03%,2017/08/16,1396/05/25
1010,"1,182,260","1,182,260","1,185,960","1,185,730",1150,0.1%,2017/08/19,1396/05/28
1011,"1,185,960","1,184,800","1,189,420","1,186,880",-,-,2017/08/20,1396/05/29
1012,"1,183,420","1,183,190","1,188,730","1,186,880",4620,0.39%,2017/08/21,1396/05/30
1013,"1,186,650","1,186,650","1,192,420","1,191,500",1850,0.16%,2017/08/22,1396/05/31
1014,"1,192,650","1,189,650","1,196,580","1,193,350",8751,0.73%,2017/08/23,1396/06/01
1015,"1,208,120","1,208,120","1,214,820","1,212,280",6230,0.51%,2017/08/26,1396/06/04
1016,"1,212,740","1,209,510","1,219,430","1,218,510",5310,0.44%,2017/08/27,1396/06/05
1017,"1,220,590","1,220,590","1,232,820","1,223,820",1620,0.13%,2017/08/28,1396/06/06
1018,"1,221,970","1,218,280","1,226,820","1,225,440",10380,0.85%,2017/08/29,1396/06/07
1019,"1,223,820","1,221,050","1,237,440","1,235,820",2525,0.2%,2017/08/30,1396/06/08
1020,"1,255,680","1,255,680","1,266,070","1,264,910",8080,0.64%,2017/09/02,1396/06/11
1021,"1,267,220","1,256,140","1,268,610","1,256,830",1840,0.15%,2017/09/03,1396/06/12
1022,"1,255,450","1,247,370","1,258,220","1,254,990",230,0.02%,2017/09/04,1396/06/13
1023,"1,256,140","1,253,830","1,262,370","1,255,220",8770,0.7%,2017/09/05,1396/06/14
1024,"1,252,680","1,252,680","1,266,300","1,263,990",517,0.04%,2017/09/06,1396/06/15
1025,"1,261,220","1,253,600","1,261,220","1,255,450",-,-,2017/09/10,1396/06/19
1026,"1,251,990","1,251,990","1,256,830","1,255,450",6470,0.52%,2017/09/11,1396/06/20
1027,"1,259,830","1,248,750","1,261,220","1,248,980",2070,0.17%,2017/09/12,1396/06/21
1028,"1,247,830","1,243,210","1,252,680","1,246,910",6747,0.54%,2017/09/13,1396/06/22
1029,"1,237,670","1,229,820","1,239,290","1,231,440",12010,0.98%,2017/09/16,1396/06/25
1030,"1,229,590","1,217,120","1,230,280","1,219,430",6920,0.57%,2017/09/17,1396/06/26
1031,"1,222,200","1,209,970","1,223,820","1,212,510",6000,0.49%,2017/09/18,1396/06/27
1032,"1,217,820","1,214,120","1,224,280","1,218,510",19160,1.6%,2017/09/19,1396/06/28
1033,"1,208,350","1,195,650","1,208,350","1,199,350",1122,0.09%,2017/09/20,1396/06/29
1034,"1,205,580","1,204,660","1,216,430","1,215,970",11540,0.95%,2017/09/23,1396/07/01
1035,"1,214,120","1,209,740","1,228,900","1,227,510",8770,0.72%,2017/09/24,1396/07/02
1036,"1,230,510","1,212,510","1,230,750","1,218,740",7850,0.65%,2017/09/25,1396/07/03
1037,"1,212,970","1,206,740","1,212,970","1,210,890",2540,0.21%,2017/09/26,1396/07/04
1038,"1,210,660","1,209,740","1,213,890","1,213,430",316,0.03%,2017/09/27,1396/07/05
1039,"1,205,580","1,204,200","1,211,120","1,207,430",8540,0.71%,2017/10/02,1396/07/10
1040,"1,208,350","1,208,350","1,219,900","1,215,970",2770,0.23%,2017/10/03,1396/07/11
1041,"1,216,430","1,212,510","1,219,900","1,213,200",3570,0.29%,2017/10/04,1396/07/12
1042,"1,227,280","1,223,350","1,240,670","1,240,440",15000,1.21%,2017/10/07,1396/07/15
1043,"1,237,670","1,236,510","1,258,440","1,255,440",9000,0.72%,2017/10/08,1396/07/16
1044,"1,253,600","1,242,050","1,256,140","1,246,440",4850,0.39%,2017/10/09,1396/07/17
1045,"1,243,210","1,240,670","1,248,060","1,241,590",10160,0.82%,2017/10/10,1396/07/18
1046,"1,247,590","1,246,210","1,254,290","1,251,750",7206,0.58%,2017/10/11,1396/07/19
1047,"1,245,050","1,238,360","1,247,360","1,244,590",3460,0.28%,2017/10/14,1396/07/22
1048,"1,244,130","1,239,980","1,246,900","1,241,130",8310,0.67%,2017/10/15,1396/07/23
1049,"1,235,590","1,221,740","1,235,590","1,232,820",1390,0.11%,2017/10/16,1396/07/24
1050,"1,233,050","1,224,740","1,234,900","1,231,430",460,0.04%,2017/10/17,1396/07/25
1051,"1,230,970","1,230,050","1,233,970","1,230,970",6498,0.53%,2017/10/18,1396/07/26
1052,"1,220,810","1,216,430","1,222,660","1,216,890",9460,0.78%,2017/10/21,1396/07/29
1053,"1,214,350","1,212,960","1,227,510","1,226,350",230,0.02%,2017/10/22,1396/07/30
1054,"1,229,120","1,224,510","1,229,360","1,226,120",470,0.04%,2017/10/23,1396/08/01
1055,"1,225,660","1,219,890","1,230,280","1,226,590",3470,0.28%,2017/10/24,1396/08/02
1056,"1,227,280","1,222,660","1,231,430","1,223,120",11911,0.97%,2017/10/25,1396/08/03
1057,"1,242,050","1,235,360","1,242,510","1,241,130",1390,0.11%,2017/10/28,1396/08/06
1058,"1,239,510","1,235,360","1,242,280","1,239,740",4150,0.34%,2017/10/29,1396/08/07
1059,"1,239,980","1,233,510","1,241,360","1,235,590",6230,0.5%,2017/10/30,1396/08/08
1060,"1,236,970","1,236,970","1,243,670","1,241,820",-,-,2017/10/31,1396/08/09
1061,"1,240,210","1,239,740","1,246,440","1,241,820",3811,0.31%,2017/11/01,1396/08/10
1062,"1,238,130","1,237,090","1,243,900","1,243,440",5540,0.45%,2017/11/04,1396/08/13
1063,"1,243,900","1,242,280","1,249,670","1,248,980",6470,0.52%,2017/11/05,1396/08/14
1064,"1,249,670","1,240,670","1,249,670","1,242,510",9010,0.73%,2017/11/06,1396/08/15
1065,"1,243,900","1,242,750","1,254,520","1,251,520",2540,0.2%,2017/11/07,1396/08/16
1066,"1,249,440","1,249,440","1,254,980","1,254,060",5310,0.42%,2017/11/08,1396/08/17
1067,"1,243,900","1,243,440","1,260,290","1,259,370",1610,0.13%,2017/11/11,1396/08/20
1068,"1,257,980","1,257,980","1,266,290","1,260,980",460,0.04%,2017/11/12,1396/08/21
1069,"1,262,140","1,251,290","1,262,140","1,260,520",6460,0.52%,2017/11/13,1396/08/22
1070,"1,260,060","1,251,750","1,261,680","1,254,060",2310,0.18%,2017/11/14,1396/08/23
1071,"1,253,600","1,251,980","1,257,750","1,256,370",6131,0.49%,2017/11/15,1396/08/24
1072,"1,266,520","1,265,140","1,266,990","1,265,370",-,-,2017/11/18,1396/08/27
1073,"1,254,290","1,253,130","1,266,520","1,265,370",3690,0.29%,2017/11/20,1396/08/29
1074,"1,262,830","1,262,830","1,270,450","1,269,060",1390,0.11%,2017/11/21,1396/08/30
1075,"1,268,600","1,266,760","1,271,140","1,270,450",339,0.03%,2017/11/22,1396/09/01
1076,"1,273,450","1,270,220","1,281,300","1,278,760",5310,0.42%,2017/11/25,1396/09/04
1077,"1,279,220","1,279,220","1,285,690","1,284,070",10850,0.84%,2017/11/26,1396/09/05
1078,"1,288,690","1,288,690","1,301,390","1,294,920",4150,0.32%,2017/11/28,1396/09/07
1079,"1,296,540","1,288,000","1,297,230","1,290,770",8544,0.66%,2017/11/29,1396/09/08
1080,"1,300,920","1,299,770","1,304,390","1,301,390",10850,0.83%,2017/12/02,1396/09/11
1081,"1,300,460","1,299,540","1,312,930","1,312,240",4620,0.35%,2017/12/03,1396/09/12
1082,"1,312,930","1,305,770","1,316,160","1,307,620",3000,0.23%,2017/12/04,1396/09/13
1083,"1,308,310","1,302,080","1,309,930","1,304,620",13865,1.07%,2017/12/05,1396/09/14
1084,"1,289,430","1,272,538","1,300,951","1,290,755",5525,0.43%,2017/12/06,1396/09/15
1085,"1,285,230","1,281,990","1,290,070","1,285,230",930,0.07%,2017/12/09,1396/09/18
1086,"1,285,460","1,282,690","1,291,460","1,284,300",5770,0.45%,2017/12/10,1396/09/19
1087,"1,281,530","1,276,680","1,284,990","1,278,530",690,0.05%,2017/12/11,1396/09/20
1088,"1,281,990","1,277,380","1,283,610","1,277,840",4610,0.36%,2017/12/12,1396/09/21
1089,"1,283,840","1,279,220","1,285,690","1,282,450",407,0.03%,2017/12/13,1396/09/22
1090,"1,280,610","1,277,610","1,282,220","1,279,680",1850,0.14%,2017/12/16,1396/09/25
1091,"1,280,150","1,278,530","1,282,450","1,281,530",3700,0.29%,2017/12/17,1396/09/26
1092,"1,281,300","1,281,300","1,289,840","1,285,230",1610,0.13%,2017/12/18,1396/09/27
1093,"1,287,530","1,283,840","1,290,540","1,286,840",-,-,2017/12/19,1396/09/28
1094,"1,285,920","1,284,300","1,287,760","1,286,840",4313,0.34%,2017/12/20,1396/09/29
1095,"1,295,610","1,293,070","1,300,690","1,296,540",1610,0.12%,2017/12/23,1396/10/02
1096,"1,297,000","1,295,150","1,298,850","1,298,150",4620,0.36%,2017/12/24,1396/10/03
1097,"1,298,620","1,298,620","1,303,460","1,302,770",7850,0.6%,2017/12/25,1396/10/04
1098,"1,303,930","1,303,930","1,312,470","1,310,620",7160,0.55%,2017/12/26,1396/10/05
1099,"1,311,310","1,311,310","1,318,700","1,317,780",18882,1.43%,2017/12/27,1396/10/06
1100,"1,345,940","1,333,710","1,355,410","1,347,560",22390,1.66%,2017/12/30,1396/10/09
1101,"1,347,100","1,346,870","1,371,570","1,369,950",13390,0.98%,2017/12/31,1396/10/10
1102,"1,369,720","1,369,720","1,386,110","1,383,340",17090,1.24%,2018/01/01,1396/10/11
1103,"1,391,190","1,383,110","1,402,970","1,400,430",36250,2.66%,2018/01/02,1396/10/12
