,Open,Low,High,Close,Change,ChangePercent,Date_Gregorian,Date_Jalali,weekday_en,weekday_fa
0,499,499,499,499,16.5,3.31%,1979-12-26,1358/10/05,Wednesday,چهارشنبه
1,515.50,515.50,515.50,515.50,3.5,0.68%,1979-12-27,1358/10/06,Thursday,پنج‌شنبه
2,512,512,512,512,-,-,1979-12-28,1358/10/07,Friday,جمعه
3,512,512,512,512,47.75,9.33%,1980-01-01,1358/10/11,Tuesday,سه‌شنبه
4,559.75,559.75,559.75,559.75,74.5,13.31%,1980-01-02,1358/10/12,Wednesday,چهارشنبه
5,634.25,634.25,634.25,634.25,-,-,1980-01-03,1358/10/13,Thursday,پنج‌شنبه
6,634.25,634.25,634.25,634.25,0.25,0.04%,1980-01-04,1358/10/14,Friday,جمعه
7,634,634,634,634,24,3.93%,1980-01-07,1358/10/17,Monday,دوشنبه
8,610,610,610,610,2.8,0.46%,1980-01-08,1358/10/18,Tuesday,سه‌شنبه
9,607.2000,607.2000,607.2000,607.2000,3.85,0.64%,1980-01-09,1358/10/19,Wednesday,چهارشنبه
10,603.3500,603.3500,603.3500,603.3500,19.65,3.26%,1980-01-10,1358/10/20,Thursday,پنج‌شنبه
11,623,623,623,623,37,5.94%,1980-01-11,1358/10/21,Friday,جمعه
12,660,660,660,660,24,3.64%,1980-01-14,1358/10/24,Monday,دوشنبه
13,684,684,684,684,76,11.11%,1980-01-15,1358/10/25,Tuesday,سه‌شنبه
14,760,760,760,760,10,1.33%,1980-01-16,1358/10/26,Wednesday,چهارشنبه
15,750,750,750,750,85,11.33%,1980-01-17,1358/10/27,Thursday,پنج‌شنبه
16,835,835,835,835,-,-,1980-01-18,1358/10/28,Friday,جمعه
17,835,835,835,835,97.5,13.22%,1980-01-21,1358/11/01,Monday,دوشنبه
18,737.50,737.50,737.50,737.50,42.5,6.12%,1980-01-22,1358/11/02,Tuesday,سه‌شنبه
19,695,695,695,695,22,3.17%,1980-01-23,1358/11/03,Wednesday,چهارشنبه
20,717,717,717,717,49,7.34%,1980-01-24,1358/11/04,Thursday,پنج‌شنبه
21,668,668,668,668,44,7.05%,1980-01-25,1358/11/05,Friday,جمعه
22,624,624,624,624,50.25,8.05%,1980-01-28,1358/11/08,Monday,دوشنبه
23,674.25,674.25,674.25,674.25,16.75,2.48%,1980-01-29,1358/11/09,Tuesday,سه‌شنبه
24,691,691,691,691,38,5.82%,1980-01-30,1358/11/10,Wednesday,چهارشنبه
25,653,653,653,653,23.5,3.6%,1980-01-31,1358/11/11,Thursday,پنج‌شنبه
26,676.50,676.50,676.50,676.50,6.75,1.01%,1980-02-01,1358/11/12,Friday,جمعه
27,669.75,669.75,669.75,669.75,-,-,1980-02-04,1358/11/15,Monday,دوشنبه
28,669.75,669.75,669.75,669.75,39.25,5.86%,1980-02-05,1358/11/16,Tuesday,سه‌شنبه
29,709,709,709,709,9.75,1.39%,1980-02-06,1358/11/17,Wednesday,چهارشنبه
30,699.25,699.25,699.25,699.25,7.25,1.05%,1980-02-07,1358/11/18,Thursday,پنج‌شنبه
31,692,692,692,692,18.5,2.67%,1980-02-08,1358/11/19,Friday,جمعه
32,710.50,710.50,710.50,710.50,16,2.3%,1980-02-11,1358/11/22,Monday,دوشنبه
33,694.50,694.50,694.50,694.50,2.25,0.32%,1980-02-12,1358/11/23,Tuesday,سه‌شنبه
34,696.75,696.75,696.75,696.75,14.75,2.16%,1980-02-13,1358/11/24,Wednesday,چهارشنبه
35,682,682,682,682,15,2.25%,1980-02-14,1358/11/25,Thursday,پنج‌شنبه
36,667,667,667,667,-,-,1980-02-15,1358/11/26,Friday,جمعه
37,667,667,667,667,14.75,2.26%,1980-02-18,1358/11/29,Monday,دوشنبه
38,652.25,652.25,652.25,652.25,-,-,1980-02-19,1358/11/30,Tuesday,سه‌شنبه
39,652.25,652.25,652.25,652.25,12.75,1.95%,1980-02-20,1358/12/01,Wednesday,چهارشنبه
40,665,665,665,665,35,5.56%,1980-02-21,1358/12/02,Thursday,پنج‌شنبه
41,630,630,630,630,13.5,2.19%,1980-02-22,1358/12/03,Friday,جمعه
42,616.50,616.50,616.50,616.50,25.75,4.18%,1980-02-25,1358/12/06,Monday,دوشنبه
43,642.25,642.25,642.25,642.25,6.25,0.98%,1980-02-26,1358/12/07,Tuesday,سه‌شنبه
44,636,636,636,636,10,1.57%,1980-02-27,1358/12/08,Wednesday,چهارشنبه
45,646,646,646,646,9,1.41%,1980-02-28,1358/12/09,Thursday,پنج‌شنبه
46,637,637,637,637,26.75,4.2%,1980-02-29,1358/12/10,Friday,جمعه
47,663.75,663.75,663.75,663.75,32.5,5.15%,1980-03-03,1358/12/13,Monday,دوشنبه
48,631.25,631.25,631.25,631.25,12.25,1.94%,1980-03-04,1358/12/14,Tuesday,سه‌شنبه
49,643.50,643.50,643.50,643.50,-,-,1980-03-05,1358/12/15,Wednesday,چهارشنبه
50,643.50,643.50,643.50,643.50,34.5,5.67%,1980-03-06,1358/12/16,Thursday,پنج‌شنبه
51,609,609,609,609,24,4.1%,1980-03-07,1358/12/17,Friday,جمعه
52,585,585,585,585,14.75,2.59%,1980-03-10,1358/12/20,Monday,دوشنبه
53,570.25,570.25,570.25,570.25,15.45,2.71%,1980-03-11,1358/12/21,Tuesday,سه‌شنبه
54,585.7000,585.7000,585.7000,585.7000,29.2,5.25%,1980-03-12,1358/12/22,Wednesday,چهارشنبه
55,556.50,556.50,556.50,556.50,33.5,6.41%,1980-03-13,1358/12/23,Thursday,پنج‌شنبه
56,523,523,523,523,39,8.06%,1980-03-14,1358/12/24,Friday,جمعه
57,484,484,484,484,2.5,0.52%,1980-03-17,1358/12/27,Monday,دوشنبه
58,481.50,481.50,481.50,481.50,45.5,9.45%,1980-03-18,1358/12/28,Tuesday,سه‌شنبه
59,527,527,527,527,34,6.45%,1980-03-19,1358/12/29,Wednesday,چهارشنبه
60,561,561,561,561,-,-,1980-03-20,1358/12/30,Thursday,پنج‌شنبه
61,561,561,561,561,2.75,0.49%,1980-03-21,1359/01/01,Friday,جمعه
62,558.25,558.25,558.25,558.25,11,2.01%,1980-03-24,1359/01/04,Monday,دوشنبه
63,547.25,547.25,547.25,547.25,39.25,7.73%,1980-03-25,1359/01/05,Tuesday,سه‌شنبه
64,508,508,508,508,22.75,4.69%,1980-03-26,1359/01/06,Wednesday,چهارشنبه
65,485.25,485.25,485.25,485.25,4.75,0.98%,1980-03-27,1359/01/07,Thursday,پنج‌شنبه
66,490,490,490,490,5,1.02%,1980-03-28,1359/01/08,Friday,جمعه
67,495,495,495,495,14.5,2.93%,1980-03-31,1359/01/11,Monday,دوشنبه
68,509.50,509.50,509.50,509.50,9,1.8%,1980-04-01,1359/01/12,Tuesday,سه‌شنبه
69,500.50,500.50,500.50,500.50,14.75,3.04%,1980-04-02,1359/01/13,Wednesday,چهارشنبه
70,485.75,485.75,485.75,485.75,-,-,1980-04-03,1359/01/14,Thursday,پنج‌شنبه
71,485.75,485.75,485.75,485.75,-,-,1980-04-04,1359/01/15,Friday,جمعه
72,485.75,485.75,485.75,485.75,42.25,8.7%,1980-04-07,1359/01/18,Monday,دوشنبه
73,528,528,528,528,26,4.92%,1980-04-08,1359/01/19,Tuesday,سه‌شنبه
74,554,554,554,554,28,5.32%,1980-04-09,1359/01/20,Wednesday,چهارشنبه
75,526,526,526,526,4.5,0.86%,1980-04-10,1359/01/21,Thursday,پنج‌شنبه
76,530.50,530.50,530.50,530.50,0.75,0.14%,1980-04-11,1359/01/22,Friday,جمعه
77,529.75,529.75,529.75,529.75,32.25,6.48%,1980-04-14,1359/01/25,Monday,دوشنبه
78,497.50,497.50,497.50,497.50,22.5,4.52%,1980-04-15,1359/01/26,Tuesday,سه‌شنبه
79,520,520,520,520,7,1.36%,1980-04-16,1359/01/27,Wednesday,چهارشنبه
80,513,513,513,513,2.6,0.51%,1980-04-17,1359/01/28,Thursday,پنج‌شنبه
81,515.6000,515.6000,515.6000,515.6000,9.6,1.9%,1980-04-18,1359/01/29,Friday,جمعه
82,506,506,506,506,-,-,1980-04-21,1359/02/01,Monday,دوشنبه
83,506,506,506,506,0.5,0.1%,1980-04-22,1359/02/02,Tuesday,سه‌شنبه
84,506.50,506.50,506.50,506.50,9.2,1.82%,1980-04-23,1359/02/03,Wednesday,چهارشنبه
85,515.7000,515.7000,515.7000,515.7000,35.8,6.94%,1980-04-24,1359/02/04,Thursday,پنج‌شنبه
86,551.50,551.50,551.50,551.50,27.25,5.2%,1980-04-25,1359/02/05,Friday,جمعه
87,524.25,524.25,524.25,524.25,10.5,2.04%,1980-04-28,1359/02/08,Monday,دوشنبه
88,513.75,513.75,513.75,513.75,4.25,0.83%,1980-04-29,1359/02/09,Tuesday,سه‌شنبه
89,518,518,518,518,28,5.71%,1980-04-30,1359/02/10,Wednesday,چهارشنبه
90,490,490,490,490,22.5,4.59%,1980-05-01,1359/02/11,Thursday,پنج‌شنبه
91,512.50,512.50,512.50,512.50,2.5,0.49%,1980-05-02,1359/02/12,Friday,جمعه
92,515,515,515,515,2.5,0.49%,1980-05-05,1359/02/15,Monday,دوشنبه
93,512.50,512.50,512.50,512.50,-,-,1980-05-06,1359/02/16,Tuesday,سه‌شنبه
94,512.50,512.50,512.50,512.50,3.25,0.63%,1980-05-07,1359/02/17,Wednesday,چهارشنبه
95,515.75,515.75,515.75,515.75,7.5,1.48%,1980-05-08,1359/02/18,Thursday,پنج‌شنبه
96,508.25,508.25,508.25,508.25,5,0.98%,1980-05-09,1359/02/19,Friday,جمعه
97,513.25,513.25,513.25,513.25,1.25,0.24%,1980-05-12,1359/02/22,Monday,دوشنبه
98,512,512,512,512,13,2.54%,1980-05-13,1359/02/23,Tuesday,سه‌شنبه
99,525,525,525,525,8,1.55%,1980-05-14,1359/02/24,Wednesday,چهارشنبه
100,517,517,517,517,0.5,0.1%,1980-05-15,1359/02/25,Thursday,پنج‌شنبه
101,516.50,516.50,516.50,516.50,2.25,0.44%,1980-05-16,1359/02/26,Friday,جمعه
102,514.25,514.25,514.25,514.25,6.5,1.28%,1980-05-19,1359/02/29,Monday,دوشنبه
103,507.75,507.75,507.75,507.75,5.75,1.13%,1980-05-20,1359/02/30,Tuesday,سه‌شنبه
104,513.50,513.50,513.50,513.50,-,-,1980-05-21,1359/02/31,Wednesday,چهارشنبه
105,513.50,513.50,513.50,513.50,2.25,0.44%,1980-05-22,1359/03/01,Thursday,پنج‌شنبه
106,511.25,511.25,511.25,511.25,-,-,1980-05-23,1359/03/02,Friday,جمعه
107,511.25,511.25,511.25,511.25,3.55,0.69%,1980-05-26,1359/03/05,Monday,دوشنبه
108,514.8000,514.8000,514.8000,514.8000,11.7,2.27%,1980-05-27,1359/03/06,Tuesday,سه‌شنبه
109,526.50,526.50,526.50,526.50,6.9,1.33%,1980-05-28,1359/03/07,Wednesday,چهارشنبه
110,519.6000,519.6000,519.6000,519.6000,15.9,3.06%,1980-05-29,1359/03/08,Thursday,پنج‌شنبه
111,535.50,535.50,535.50,535.50,26,4.86%,1980-05-30,1359/03/09,Friday,جمعه
112,561.50,561.50,561.50,561.50,9,1.63%,1980-06-02,1359/03/12,Monday,دوشنبه
113,552.50,552.50,552.50,552.50,19,3.44%,1980-06-03,1359/03/13,Tuesday,سه‌شنبه
114,571.50,571.50,571.50,571.50,10.25,1.79%,1980-06-04,1359/03/14,Wednesday,چهارشنبه
115,581.75,581.75,581.75,581.75,-,-,1980-06-05,1359/03/15,Thursday,پنج‌شنبه
116,581.75,581.75,581.75,581.75,42,7.22%,1980-06-06,1359/03/16,Friday,جمعه
117,623.75,623.75,623.75,623.75,19.75,3.27%,1980-06-09,1359/03/19,Monday,دوشنبه
118,604,604,604,604,8,1.34%,1980-06-10,1359/03/20,Tuesday,سه‌شنبه
119,596,596,596,596,6,1.02%,1980-06-11,1359/03/21,Wednesday,چهارشنبه
120,590,590,590,590,18.4,3.12%,1980-06-12,1359/03/22,Thursday,پنج‌شنبه
121,608.4000,608.4000,608.4000,608.4000,18.4,3.12%,1980-06-13,1359/03/23,Friday,جمعه
122,590,590,590,590,1.75,0.3%,1980-06-16,1359/03/26,Monday,دوشنبه
123,591.75,591.75,591.75,591.75,10.75,1.82%,1980-06-17,1359/03/27,Tuesday,سه‌شنبه
124,602.50,602.50,602.50,602.50,3.5,0.58%,1980-06-18,1359/03/28,Wednesday,چهارشنبه
125,599,599,599,599,3.5,0.58%,1980-06-19,1359/03/29,Thursday,پنج‌شنبه
126,602.50,602.50,602.50,602.50,-,-,1980-06-20,1359/03/30,Friday,جمعه
127,602.50,602.50,602.50,602.50,0.5,0.08%,1980-06-23,1359/04/02,Monday,دوشنبه
128,603,603,603,603,19.5,3.23%,1980-06-24,1359/04/03,Tuesday,سه‌شنبه
129,622.50,622.50,622.50,622.50,2,0.32%,1980-06-25,1359/04/04,Wednesday,چهارشنبه
130,624.50,624.50,624.50,624.50,13,2.08%,1980-06-26,1359/04/05,Thursday,پنج‌شنبه
131,637.50,637.50,637.50,637.50,16,2.51%,1980-06-27,1359/04/06,Friday,جمعه
132,653.50,653.50,653.50,653.50,6.5,0.99%,1980-06-30,1359/04/09,Monday,دوشنبه
133,660,660,660,660,1.5,0.23%,1980-07-01,1359/04/10,Tuesday,سه‌شنبه
134,661.50,661.50,661.50,661.50,2,0.3%,1980-07-02,1359/04/11,Wednesday,چهارشنبه
135,663.50,663.50,663.50,663.50,-,-,1980-07-03,1359/04/12,Thursday,پنج‌شنبه
136,663.50,663.50,663.50,663.50,4,0.6%,1980-07-04,1359/04/13,Friday,جمعه
137,667.50,667.50,667.50,667.50,20,3%,1980-07-07,1359/04/16,Monday,دوشنبه
138,687.50,687.50,687.50,687.50,16.5,2.46%,1980-07-08,1359/04/17,Tuesday,سه‌شنبه
139,671,671,671,671,14.5,2.21%,1980-07-09,1359/04/18,Wednesday,چهارشنبه
140,656.50,656.50,656.50,656.50,10.2,1.55%,1980-07-10,1359/04/19,Thursday,پنج‌شنبه
141,666.7000,666.7000,666.7000,666.7000,16.7,2.57%,1980-07-11,1359/04/20,Friday,جمعه
142,650,650,650,650,30.5,4.92%,1980-07-14,1359/04/23,Monday,دوشنبه
143,619.50,619.50,619.50,619.50,5.25,0.85%,1980-07-15,1359/04/24,Tuesday,سه‌شنبه
144,624.75,624.75,624.75,624.75,2.5,0.4%,1980-07-16,1359/04/25,Wednesday,چهارشنبه
145,627.25,627.25,627.25,627.25,21.25,3.51%,1980-07-17,1359/04/26,Thursday,پنج‌شنبه
146,606,606,606,606,11.5,1.9%,1980-07-18,1359/04/27,Friday,جمعه
147,617.50,617.50,617.50,617.50,4.5,0.73%,1980-07-21,1359/04/30,Monday,دوشنبه
148,613,613,613,613,18.25,2.98%,1980-07-22,1359/04/31,Tuesday,سه‌شنبه
149,631.25,631.25,631.25,631.25,11.75,1.86%,1980-07-23,1359/05/01,Wednesday,چهارشنبه
150,643,643,643,643,8.75,1.36%,1980-07-24,1359/05/02,Thursday,پنج‌شنبه
151,651.75,651.75,651.75,651.75,8.25,1.28%,1980-07-25,1359/05/03,Friday,جمعه
152,643.50,643.50,643.50,643.50,3.25,0.51%,1980-07-28,1359/05/06,Monday,دوشنبه
153,646.75,646.75,646.75,646.75,17.75,2.82%,1980-07-29,1359/05/07,Tuesday,سه‌شنبه
154,629,629,629,629,14.75,2.4%,1980-07-30,1359/05/08,Wednesday,چهارشنبه
155,614.25,614.25,614.25,614.25,7.75,1.26%,1980-07-31,1359/05/09,Thursday,پنج‌شنبه
156,622,622,622,622,8.75,1.41%,1980-08-01,1359/05/10,Friday,جمعه
157,630.75,630.75,630.75,630.75,0.25,0.04%,1980-08-04,1359/05/13,Monday,دوشنبه
158,630.50,630.50,630.50,630.50,2.75,0.44%,1980-08-05,1359/05/14,Tuesday,سه‌شنبه
159,627.75,627.75,627.75,627.75,1.75,0.28%,1980-08-06,1359/05/15,Wednesday,چهارشنبه
160,629.50,629.50,629.50,629.50,0.5,0.08%,1980-08-07,1359/05/16,Thursday,پنج‌شنبه
161,630,630,630,630,13,2.11%,1980-08-08,1359/05/17,Friday,جمعه
162,617,617,617,617,12,1.98%,1980-08-11,1359/05/20,Monday,دوشنبه
163,605,605,605,605,10.25,1.69%,1980-08-12,1359/05/21,Tuesday,سه‌شنبه
164,615.25,615.25,615.25,615.25,10.75,1.75%,1980-08-13,1359/05/22,Wednesday,چهارشنبه
165,626,626,626,626,1.5,0.24%,1980-08-14,1359/05/23,Thursday,پنج‌شنبه
166,624.50,624.50,624.50,624.50,12,1.96%,1980-08-15,1359/05/24,Friday,جمعه
167,612.50,612.50,612.50,612.50,11.5,1.88%,1980-08-18,1359/05/27,Monday,دوشنبه
168,624,624,624,624,10.75,1.72%,1980-08-19,1359/05/28,Tuesday,سه‌شنبه
169,634.75,634.75,634.75,634.75,10.5,1.65%,1980-08-20,1359/05/29,Wednesday,چهارشنبه
170,645.25,645.25,645.25,645.25,6.05,0.95%,1980-08-21,1359/05/30,Thursday,پنج‌شنبه
171,639.2000,639.2000,639.2000,639.2000,4.45,0.7%,1980-08-22,1359/05/31,Friday,جمعه
172,634.75,634.75,634.75,634.75,5.9,0.94%,1980-08-25,1359/06/03,Monday,دوشنبه
173,628.8500,628.8500,628.8500,628.8500,5,0.8%,1980-08-26,1359/06/04,Tuesday,سه‌شنبه
174,633.8500,633.8500,633.8500,633.8500,1.45,0.23%,1980-08-27,1359/06/05,Wednesday,چهارشنبه
175,635.3000,635.3000,635.3000,635.3000,4.05,0.64%,1980-08-28,1359/06/06,Thursday,پنج‌شنبه
176,631.25,631.25,631.25,631.25,-,-,1980-08-29,1359/06/07,Friday,جمعه
177,631.25,631.25,631.25,631.25,8.75,1.39%,1980-09-01,1359/06/10,Monday,دوشنبه
178,640,640,640,640,3.25,0.51%,1980-09-02,1359/06/11,Tuesday,سه‌شنبه
179,636.75,636.75,636.75,636.75,10.5,1.65%,1980-09-03,1359/06/12,Wednesday,چهارشنبه
180,647.25,647.25,647.25,647.25,3.75,0.58%,1980-09-04,1359/06/13,Thursday,پنج‌شنبه
181,651,651,651,651,21,3.23%,1980-09-05,1359/06/14,Friday,جمعه
182,672,672,672,672,1.5,0.22%,1980-09-08,1359/06/17,Monday,دوشنبه
183,670.50,670.50,670.50,670.50,16,2.39%,1980-09-09,1359/06/18,Tuesday,سه‌شنبه
184,686.50,686.50,686.50,686.50,12.5,1.85%,1980-09-10,1359/06/19,Wednesday,چهارشنبه
185,674,674,674,674,11.5,1.71%,1980-09-11,1359/06/20,Thursday,پنج‌شنبه
186,685.50,685.50,685.50,685.50,19,2.85%,1980-09-12,1359/06/21,Friday,جمعه
187,666.50,666.50,666.50,666.50,1.5,0.23%,1980-09-15,1359/06/24,Monday,دوشنبه
188,668,668,668,668,5,0.75%,1980-09-16,1359/06/25,Tuesday,سه‌شنبه
189,673,673,673,673,0.75,0.11%,1980-09-17,1359/06/26,Wednesday,چهارشنبه
190,672.25,672.25,672.25,672.25,1.75,0.26%,1980-09-18,1359/06/27,Thursday,پنج‌شنبه
191,674,674,674,674,36,5.34%,1980-09-19,1359/06/28,Friday,جمعه
192,710,710,710,710,1,0.14%,1980-09-22,1359/06/31,Monday,دوشنبه
193,711,711,711,711,0.5,0.07%,1980-09-23,1359/07/01,Tuesday,سه‌شنبه
194,710.50,710.50,710.50,710.50,12.75,1.83%,1980-09-24,1359/07/02,Wednesday,چهارشنبه
195,697.75,697.75,697.75,697.75,0.5,0.07%,1980-09-25,1359/07/03,Thursday,پنج‌شنبه
196,698.25,698.25,698.25,698.25,19,2.8%,1980-09-26,1359/07/04,Friday,جمعه
197,679.25,679.25,679.25,679.25,12.5,1.87%,1980-09-29,1359/07/07,Monday,دوشنبه
198,666.75,666.75,666.75,666.75,15.25,2.29%,1980-09-30,1359/07/08,Tuesday,سه‌شنبه
199,682,682,682,682,16.25,2.44%,1980-10-01,1359/07/09,Wednesday,چهارشنبه
200,665.75,665.75,665.75,665.75,5.25,0.79%,1980-10-02,1359/07/10,Thursday,پنج‌شنبه
201,660.50,660.50,660.50,660.50,15.3,2.32%,1980-10-03,1359/07/11,Friday,جمعه
202,675.8000,675.8000,675.8000,675.8000,2.35,0.35%,1980-10-06,1359/07/14,Monday,دوشنبه
203,678.1500,678.1500,678.1500,678.1500,1.15,0.17%,1980-10-07,1359/07/15,Tuesday,سه‌شنبه
204,677,677,677,677,13,1.92%,1980-10-08,1359/07/16,Wednesday,چهارشنبه
205,690,690,690,690,4.75,0.69%,1980-10-09,1359/07/17,Thursday,پنج‌شنبه
206,685.25,685.25,685.25,685.25,-,-,1980-10-10,1359/07/18,Friday,جمعه
207,685.25,685.25,685.25,685.25,16.75,2.51%,1980-10-13,1359/07/21,Monday,دوشنبه
208,668.50,668.50,668.50,668.50,9.8,1.47%,1980-10-14,1359/07/22,Tuesday,سه‌شنبه
209,678.3000,678.3000,678.3000,678.3000,4.3,0.64%,1980-10-15,1359/07/23,Wednesday,چهارشنبه
210,674,674,674,674,3.5,0.52%,1980-10-16,1359/07/24,Thursday,پنج‌شنبه
211,670.50,670.50,670.50,670.50,13.5,2.05%,1980-10-17,1359/07/25,Friday,جمعه
212,657,657,657,657,4.5,0.69%,1980-10-20,1359/07/28,Monday,دوشنبه
213,652.50,652.50,652.50,652.50,7.5,1.15%,1980-10-21,1359/07/29,Tuesday,سه‌شنبه
214,660,660,660,660,25.5,4.02%,1980-10-22,1359/07/30,Wednesday,چهارشنبه
215,634.50,634.50,634.50,634.50,1.5,0.24%,1980-10-23,1359/08/01,Thursday,پنج‌شنبه
216,633,633,633,633,4.25,0.67%,1980-10-24,1359/08/02,Friday,جمعه
217,637.25,637.25,637.25,637.25,5.5,0.87%,1980-10-27,1359/08/05,Monday,دوشنبه
218,631.75,631.75,631.75,631.75,12.25,1.94%,1980-10-28,1359/08/06,Tuesday,سه‌شنبه
219,644,644,644,644,1.2,0.19%,1980-10-29,1359/08/07,Wednesday,چهارشنبه
220,642.8000,642.8000,642.8000,642.8000,13.8,2.19%,1980-10-30,1359/08/08,Thursday,پنج‌شنبه
221,629,629,629,629,11.5,1.83%,1980-10-31,1359/08/09,Friday,جمعه
222,640.50,640.50,640.50,640.50,-,-,1980-11-03,1359/08/12,Monday,دوشنبه
223,640.50,640.50,640.50,640.50,11.5,1.8%,1980-11-04,1359/08/13,Tuesday,سه‌شنبه
224,652,652,652,652,20,3.16%,1980-11-05,1359/08/14,Wednesday,چهارشنبه
225,632,632,632,632,36,6.04%,1980-11-06,1359/08/15,Thursday,پنج‌شنبه
226,596,596,596,596,16.8,2.82%,1980-11-07,1359/08/16,Friday,جمعه
227,612.8000,612.8000,612.8000,612.8000,14.3,2.39%,1980-11-10,1359/08/19,Monday,دوشنبه
228,598.50,598.50,598.50,598.50,21,3.51%,1980-11-11,1359/08/20,Tuesday,سه‌شنبه
229,619.50,619.50,619.50,619.50,2.5,0.4%,1980-11-12,1359/08/21,Wednesday,چهارشنبه
230,622,622,622,622,9.5,1.55%,1980-11-13,1359/08/22,Thursday,پنج‌شنبه
231,612.50,612.50,612.50,612.50,0.75,0.12%,1980-11-14,1359/08/23,Friday,جمعه
232,611.75,611.75,611.75,611.75,7.25,1.19%,1980-11-17,1359/08/26,Monday,دوشنبه
233,619,619,619,619,10.75,1.74%,1980-11-18,1359/08/27,Tuesday,سه‌شنبه
234,629.75,629.75,629.75,629.75,0.75,0.12%,1980-11-19,1359/08/28,Wednesday,چهارشنبه
235,630.50,630.50,630.50,630.50,4.25,0.67%,1980-11-20,1359/08/29,Thursday,پنج‌شنبه
236,634.75,634.75,634.75,634.75,3.75,0.59%,1980-11-21,1359/08/30,Friday,جمعه
237,631,631,631,631,14.65,2.38%,1980-11-24,1359/09/03,Monday,دوشنبه
238,616.3500,616.3500,616.3500,616.3500,6.65,1.08%,1980-11-25,1359/09/04,Tuesday,سه‌شنبه
239,623,623,623,623,-,-,1980-11-26,1359/09/05,Wednesday,چهارشنبه
240,623,623,623,623,-,-,1980-11-27,1359/09/06,Thursday,پنج‌شنبه
241,623,623,623,623,12.3,1.97%,1980-11-28,1359/09/07,Friday,جمعه
242,635.3000,635.3000,635.3000,635.3000,8.3,1.32%,1980-12-01,1359/09/10,Monday,دوشنبه
243,627,627,627,627,0.5,0.08%,1980-12-02,1359/09/11,Tuesday,سه‌شنبه
244,627.50,627.50,627.50,627.50,4,0.64%,1980-12-03,1359/09/12,Wednesday,چهارشنبه
245,631.50,631.50,631.50,631.50,14.5,2.35%,1980-12-04,1359/09/13,Thursday,پنج‌شنبه
246,617,617,617,617,0.25,0.04%,1980-12-05,1359/09/14,Friday,جمعه
247,617.25,617.25,617.25,617.25,13.25,2.19%,1980-12-08,1359/09/17,Monday,دوشنبه
248,604,604,604,604,25,4.32%,1980-12-09,1359/09/18,Tuesday,سه‌شنبه
249,579,579,579,579,21,3.76%,1980-12-10,1359/09/19,Wednesday,چهارشنبه
250,558,558,558,558,4.75,0.85%,1980-12-11,1359/09/20,Thursday,پنج‌شنبه
251,562.75,562.75,562.75,562.75,16.55,2.94%,1980-12-12,1359/09/21,Friday,جمعه
252,579.3000,579.3000,579.3000,579.3000,18.3,3.26%,1980-12-15,1359/09/24,Monday,دوشنبه
253,561,561,561,561,14.75,2.63%,1980-12-16,1359/09/25,Tuesday,سه‌شنبه
254,575.75,575.75,575.75,575.75,2.25,0.39%,1980-12-17,1359/09/26,Wednesday,چهارشنبه
255,573.50,573.50,573.50,573.50,1.5,0.26%,1980-12-18,1359/09/27,Thursday,پنج‌شنبه
256,575,575,575,575,19.75,3.43%,1980-12-19,1359/09/28,Friday,جمعه
257,594.75,594.75,594.75,594.75,7.75,1.3%,1980-12-22,1359/10/01,Monday,دوشنبه
258,602.50,602.50,602.50,602.50,1.5,0.25%,1980-12-23,1359/10/02,Tuesday,سه‌شنبه
259,601,601,601,601,-,-,1980-12-24,1359/10/03,Wednesday,چهارشنبه
260,601,601,601,601,-,-,1980-12-25,1359/10/04,Thursday,پنج‌شنبه
261,601,601,601,601,7.25,1.22%,1980-12-26,1359/10/05,Friday,جمعه
262,593.75,593.75,593.75,593.75,4.5,0.76%,1980-12-29,1359/10/08,Monday,دوشنبه
263,589.25,589.25,589.25,589.25,3.25,0.55%,1980-12-30,1359/10/09,Tuesday,سه‌شنبه
264,586,586,586,586,-,-,1980-12-31,1359/10/10,Wednesday,چهارشنبه
265,586,586,586,586,-,-,1981-01-01,1359/10/11,Thursday,پنج‌شنبه
266,586,586,586,586,11.5,1.96%,1981-01-02,1359/10/12,Friday,جمعه
267,597.50,597.50,597.50,597.50,1.75,0.29%,1981-01-05,1359/10/15,Monday,دوشنبه
268,599.25,599.25,599.25,599.25,14.25,2.44%,1981-01-06,1359/10/16,Tuesday,سه‌شنبه
269,585,585,585,585,10.25,1.78%,1981-01-07,1359/10/17,Wednesday,چهارشنبه
270,574.75,574.75,574.75,574.75,3,0.52%,1981-01-08,1359/10/18,Thursday,پنج‌شنبه
271,577.75,577.75,577.75,577.75,15.75,2.8%,1981-01-09,1359/10/19,Friday,جمعه
272,562,562,562,562,0.75,0.13%,1981-01-12,1359/10/22,Monday,دوشنبه
273,562.75,562.75,562.75,562.75,6.25,1.12%,1981-01-13,1359/10/23,Tuesday,سه‌شنبه
274,556.50,556.50,556.50,556.50,15,2.7%,1981-01-14,1359/10/24,Wednesday,چهارشنبه
275,571.50,571.50,571.50,571.50,10.75,1.92%,1981-01-15,1359/10/25,Thursday,پنج‌شنبه
276,560.75,560.75,560.75,560.75,6,1.07%,1981-01-16,1359/10/26,Friday,جمعه
277,566.75,566.75,566.75,566.75,4.75,0.85%,1981-01-19,1359/10/29,Monday,دوشنبه
278,562,562,562,562,16,2.85%,1981-01-20,1359/10/30,Tuesday,سه‌شنبه
